commit_hash,branch_name
b668c3e164a244508b8c7d06ce9202a18c87428b,PRGDemo
ca9e4004dff1853e8f7094a17effab3ed21228fb,dev_n8fr8
a2c85448c1e69170197f5526a97a42e847907a9f,dev_npex
8b0a42291c56056a11c69c7d4d94550315af0621,informav1
28a0aa489c9c97a50927a2905f701de48062fa6f,jpegredaction
e0b47cde779cc42ebd47c7dd81101ca040d4a68c,master
925d09af534069817959089a851b8c0d4639d39c,n8fr8-sqlcipher
87da26ef6ab5a31cadf69f755cbcd3f138b53ffc,ninePatch
76206ad0b3ba170c962865d938ad09900f6fd706,obscurav1
4a7004544eec465127e58ff7c48c7896274d426f,obscurav2
17e255579bc5c90cb92bcb3c7b6dd1921c948cdd,tempHold
f0ef85fc7738ca34afd3eee770f91a318446225b,version_2017
