commit_hash,tag_name,tag_message
584ec40ec884179af62a19bc5abc34c0487785d3,material-beta-v0.012,
bec93bbfc2df6f12718fdcfa562e4c82511657c1,material-beta-v0.011,
cea41bafcb8888592e89feed5b3bfd256845c127,material-beta-v0.01,
2fe94e8273451bb3876819cef2d96c50265c8e68,material-beta,
f63f389176011339b5c76c65a2a5fd8ba493f8d2,5.0.1,bugfixes
e6c42ac94ff0270495ac33c2e66f52b4f68ca4a1,5.0,Huge refactor + saving of stories
fa2d3793992b92c93cd395d80c673834da6a67a3,4.1.1,hotfix for null points and title
6a9078d1f65704eedb804a54e5fa9f5010075471,4.1.0,"small hotfixes, doesn't include any real new functionality yet"
2227f13d8d5ed80cc452227b1f24fac4dca59fd2,4.0.1,fixing a tiny mishap
72a6f312062a866eeb0066614bf128902c8441d4,4.0,"Major refactor
Text Size options thanks to [OneKorg](https://github.com/OneKorg)
Bug fixes thanks to [OneKorg](https://github.com/OneKorg)"
66d1bd0195097c9837dfb1a79cefe7c9eaf4c085,3.5.2,fix #43
902683b990d3e7356f2ac137ea24e21f13d54fb6,3.5.1,quick fix for ask hn posts in nightmode
5538b93d15b1e7fb0c53cb20e2b9f8bb2a4a45e7,3.5,
d8db6b86983a943816ab41897507872c509cb17e,3.1.3,fix 'jobs'
f67c7e676a8620e868455caa686be1d48c681037,3.1.2,fix ask hn posts
3f8fca0f9a264bcd4cb5a89a5551bc60972c4704,3.1.1,fix for data inconsistencies
6fd74789f828da4c38843d23f1701d26663f4660,3.1,comment collapsing and upgrade backend
807ab6ef719e4e8069977b111ca09598c233a504,3.0.1-BETA,quick hotfix for lollipop
4fac25b295ddeb8fb6d8c5a1471dacccd9b78c86,3.0-BETA,adding collapsible comments #5
4be9848b5f5387a5a4aba7b98a2acd4332ca4b9f,2.7,add ability to open links in app
c11f073c7fd301af69dc93b83c18a9d111060ec0,2.5.4,quick about screen hotfixes
271e8b89f0917fe3fe69d650b7dbc254fc2b61f0,2.5.3,enable settings in release
ddf351ef65b2d03512a5f8344ea2c1b878816f9e,2.5.2,bump
f5c325e945f65d3da01264138647d6c7410642be,2.5.1,fixes a small issue with external browser setting
bdf26ada7981a43e662f5f55db024f2eeaf9deb9,2.5,Adding a few user settings
b5a63f3c520425bf5682fe75ec7d3dc11fc23c38,2.3.0,Quick fix for menu duplication on tablets
e90bbf5309e6de7bf985a406ae36e0ca179aee0c,2.2.2,quick hotfixes
114544a18033e898808648377e37e12b9aac3609,2.2.1,bump version
02a6b6e11269e491d334077464a36ce0c73d07bc,2.2,hotfix <L
6226646ee704897966cd179c65995df1e3a88cb4,2.1,quick fix for crasher on returning from background
39e97fb999d9fb0fffd28ad6b4145750a74f6e99,2.0-BETA,
ca89a5cb3a8d5e03c32a9f252e91c161f3a48b96,2.0,Tablet layout! Material Design!
f05cd2cf4dcc18dbcb2849de79177c44a1ed30d3,1.6,small styling fixes
24de371bae1556dc0bf91b74b428bb9ea2d52f42,1.5.1,
8225f1818cfd94acfc310691fb521cc3126fd060,1.5,
0f82ad1c82b5ee658450bf94de05118c630073a6,1.4,
31ff9181ab0ac9829ec6196942f27581b8f65d20,1.3,
25ba5a7c27657858d48d6fae4bef5f4a3726eea4,1.1.1,
32c80478d7beeca28a58f56ee8d9a97f8186bb45,1.1,
7f5543c65225d192e7f62160259d566a712fed1b,1.0.2,
2fa4d170073cc0d341c5898ce0cbeade63e19990,1.0.1,
d6ff955574bdbe1b6d591720a4b10b98ae8cf48d,1.0,
90fcfc7977c315eb8f17ac87b8b8c2f70ac4b280,0.9.8.2-BETA,
2b0eef87adec813b9d3881687bea86da3aaf01da,0.9.8.1-BETA,
f8857fb3b68095eb134c80a3eab639a6e2156c4f,0.9.8-BETA,
831bdd7d116581f69e72a26f08bcb6f3b7243a77,0.9.7-BETA,
65cc2eae07766231f7e05c8fd909d06988ae20c0,0.9.6-BETA,
3c1a5036e6b214a82e3d15538fbba4a9a6b09adc,0.9.5-BETA,
4b95d8ea8c7cd747d45bd6fdcfdd249f1d45ee39,0.9.1-BETA,
9c574a2ad3a050c318672b4e6f8e6c7552af2028,0.9-BETA,
812340064b9ed5ce8b00572bc07f689fd0b57ff8,0.8-BETA,
