commit_hash,tag_name,tag_message
6b6ad7ff0b519900b77e31e78ebd2c831c570077,zxing-3.3.0,[maven-release-plugin] copy for tag zxing-3.3.0
e641a9c36b1c5330f9b6eae88d60c7bf65ef9024,zxing-3.2.1,[maven-release-plugin] copy for tag zxing-3.2.1
adfc4097ad936c9888bddb2090f3095d9bb708d9,zxing-3.2.0,[maven-release-plugin] copy for tag zxing-3.2.0
4af41323ae70fe0c90684a4691db8fff26667863,zxing-3.1.0,[maven-release-plugin]  copy for tag zxing-3.1.0
32fcad21c31b1113435c739fc131e7257c6aa354,zxing-3.0.1,[maven-release-plugin]  copy for tag zxing-3.0.1
47b3d63d97ec392cfa6f371d59e5b613ac0af92a,zxing-3.0.0,[maven-release-plugin]  copy for tag zxing-3.0.0
542319c18f4c5ae41059e6187b1cc94aeba6b0d8,zxing-2.3.0,
542319c18f4c5ae41059e6187b1cc94aeba6b0d8,ZXingTest-1.4.1,
b1591369bb00653bb998772e8d860d1322b7a021,BSGlass-0.2.1,
02e0512a62300f2efe5e40032479ffa7e8d8490e,BSGlass-0.2.0,
e8656ed5b966972fd3ca84449efa5b16f9cf18fd,BS-4.7.6,
f87571507a55af9f7261542709e073a0795594e7,BS-4.7.5,
a92f9040b3eab261cc3cd5b79026448e73b1112e,BS-4.7.4,
e4bb497942b8dd32e006e4a1d5886ba6d76fc7fe,BS-4.7.3,
049408e4cac1a132b4c32970da9bceb727ebd820,BS-4.7.0,
9e8a47c7e41230acc3c96fba34501bc6057c60fd,BS-4.6.4,
85417072e198947f35735d04d0a8d231ac3ef4ca,BS-4.6.3,
182fcbe923629ce0a725a99ee12a656004a7c9e8,BS-4.6.2,
4411eb5517106cdf7db809087be57f83f5cd1407,BS-4.6.1,Barcode Scanner 4.6.1
ac9b79953f0a2cba9fa3173364bcd100666a2d7b,BS-4.6.0,Barcode Scanner 4.6.0
542319c18f4c5ae41059e6187b1cc94aeba6b0d8,BS-4.5.1,
