commit_hash,tag_name,tag_message
297ed0307aff4519173e29d2545ccd8392713837,2.99,
c239fd718f917ed7e163385e379dafbae9f982f4,2.98,
fb3cf431ce72cb1fd3a19b9612ff700b077733ed,2.97,
3c7a91d3e09df44101edb4bd11ef05d1919f73c8,2.96,
dd6837e7dc72ae4f4c10f676436ddd6c804b7267,2.95,
78a7677be5434ac39fe214d31d16275741f76a64,2.94,
fea6a0f65ff0672e5155c9831f98585c3295e3cc,2.93,
c3869248d61b5da5f7562d1aec0f2e153db68a43,2.92,
078c2319fa76674617385205f3cfafbd3a983dca,2.91,
e3c9d6874603e81cbe5797f6d30a43c0e1d5764f,2.90,
57a2e52c9e63b701d14e610f3273acfa9b680c67,2.9,
ddfc705a0b374206267e43dd4a4637533538b264,2.89,
74b929ffe5cf3495bf7b397efaf2e1b568e02a87,2.88,
013adfc738c3c7a4324683bfc5f61b3887a50b6e,2.87,
25137c76953eae6fd131a5a539076b146accf753,2.86,
5d18d7873c332303199d0c3f1c45a0ad0e3befe3,2.85,
562ac7ae8e621e2fc4b227686af7523d62ab13bf,2.84,
cd9caa053fb900144754b91bf6f2ae3c90a4fa02,2.83,
fdb997b7f57920cf92277feac7288790506738ca,2.82,
2f72c49e1680e6215db860c51d5f924c70da4a6b,2.81,
7106589406623e597f28b34329557137f5fdaf03,2.80,
a70cc3b38372a6022940caf290a676a936f6e2b0,2.8,
c570daca8fe048ed86bd9cad700da30858312177,2.79,
1de8c1e80b9ef679cec5e4972eef25e0eca1c817,2.78,
2fbae1714a8b960052697ffd79fe5197e4acf143,2.77,
636ce1f7a415703649bba74bd4e325c10295aaa5,2.76,
86112b85bebc66d0d9d65c1de0aaaab3b95c307c,2.75,
cba57ade18fed2d2f0389755b09d041e235a5eeb,2.74,
e05f8c8b64c86b01c07855c2934bf7384a64ae2a,2.73,
36b41a298fdc63f22567afdfe179ed0852bb3a00,2.72,
07e0a46e6ee7c0584b95e21e0b4c1cae509d2d53,2.71,
e3b9568760a3da962b66792302d599b83ebdfa96,2.70,
b765dcfdb81fc58f8af819b2257acf08e7ea39bf,2.7,
6640d8ad0ed3626aba78d6ddd8ab3b63cdad84c5,2.69,
d69ee5c648305d3deb55bd52681c414c283bec30,2.68,
b49c79c888dfd4f4409a654fde25e80c4d48020a,2.67,
6d2ed9f4a01c975f66ca256fd4e116e324c8dcbd,2.66,
596ea0fffff9a6cad92033bdb024f35589bdc523,2.65,
5fd9ff6aef5e497d14323e4e0c7625ce79e3253f,2.64,
c5ebd3b6686c3d26f81a659228ba40ed43a4dcac,2.63,
f2846087289cbd20129c3befb72cc8577ca410de,2.62,
c93374fca381a863a23fdab92459707a886a9f0e,2.61,
983df5bb89364ff16f2cd54e4d2acdd3d200fed1,2.60,
a590fe818d331b60c3dbc541e36077ca346767e8,2.6,
