commit_hash,branch_name
ce3e4839b130381c7c2fb7f9ccb93881805231bb,225-add-ci-build-status
1d8a60b565e3f41cbb85a35c3a23a18b2d033155,247-api-v4
12bc58268f65e91087ab31ce6f70367c407b37bf,fdroid
3c8adffc2ce47df20e8df98d6c062b72751d274b,master
