commit_hash,branch_name
d18bc515cc495c9d7e98f0852b14366f07e30776,android_development
63dd1fd0f3f67645155ece6a37d2bf0b558a918a,android_production
c097469ebdd6428d1cee72ed2ad4dc9a1604ab15,frontend_improvements
00c4e176a67b5d2641f93e87ef48a6f696688ea3,master
e4fb8f426fee66da35aa41a840c04f8972f6ddb2,preparations_for_GooglePlay
751b68dccdb586a9c666a8147b69d2e471bfa416,production
bfe17dc8f90ff205f26efc6b19ce785b465700f3,staging
12b1b4b26263976f04c82a4fa3b1173a83c9874e,t10_records_quality
c333a912b22bf3836532dd29e15331d3ac52b6e4,t11_send_emails_with_attachments
85d6fcaba76fe804e54220d5f2b6093941c50ec6,t12_send_media_to_server
ebdbc24b62c5f8cd8699cd72cd51ed4ee4263ea3,t13_notification_panel_support
52c45158f59a3270bff06bc2114e5eceb7c8d61f,t23_project_bootstrap
b5d49098a481211504899fd5f2303e46d6d51f17,t24_users_resource
a388f24537d8b1742b218562239db6687d3c99a5,t25_events_resource
10069f237ad339d5d2db89665df0cebb558214c9,t26_event_map
89b760a6bd58f5d22948a6fbb9bc8d3567b67124,t27_sos_with_hardware_buttons
00c4e176a67b5d2641f93e87ef48a6f696688ea3,t29_android_passive_sos
1cb4eb59a3ed3709525cf6ed438dfc80be35a0dd,t2_timer_view
a6c3a0f38acab7c0902c44344f907606eb6ed0ee,t30_passive_safe
474776ed6bf9711072f1689f61690b6b750cbda0,t31_send_emails_bug
d4a9d389d3d55a31b6b4d6d0104c39eaae7d6ece,t33_supporter_roles
12facea356ef1444d3b42fa7c9699cbe722cafc2,t34_supporter_registration
6dc4e6f2eaccfa3cacd32fba67f260fdb68ad84f,t35_event_notification_web
d2c6e8af1ea192911ea8eead049c80eea7519b30,t36_xmpp
c2cc16e392448636eea2872309b7fad4e969b83c,t37_events_support
a30ac4a15f6920a349b4155f17192b8fe53e7dc0,t38_supporter_screen
64b003fa014999efa22e43b4d0ddad85c064442f,t39_front_page
bb6cd79ffbbc9ca463ea84b8a01ee5188046f1e4,t3_alarm_cancel_with_password
547af0ba4195ff49a0743b28afb8cc4acc6c5ef4,t40_vibration_on_alarm_start
d6d1d1f098bbed1e6d7642ec76667f54667ffc13,t42_api_docs
d18bc515cc495c9d7e98f0852b14366f07e30776,t43_fix_FB_login_flow
2242467b40d1cb8ebff48d524cc86973ae71f8fc,t45_fix_update_event
ef77450872fac8a46c3a7f21036608ef41f4e105,t47_translations
229580792e2d70b11d323352e62033210dc3aa84,t48_unexpected_vibration
f85347c23422340caf38284d2474dbf8510453db,t49_lang_chooser
eb6722f0e6fdfb18437dab76da88a391f90de711,t4_settings_improvements
8b263b5c8facda6682e256050fd334505b932615,t51_registration
388f272028d2f3689f656beff8995adf5986b4c1,t52_auth_api_key
59a20529b574123bb1d101696d3b41ffab142127,t53_login_with_credentials
5d1e543e36a2618bec2c5941000e136e5c23b652,t54_map_update
b7dc38ebf59ddd9fb1e95e200118e4225a5440d2,t55_user_movement_type
9c2953f492369d1474968791560a41d737980d43,t56_movement_types
