commit_hash,branch_name
e6ddd8aa72e64ce2ba7c905a9474c594f149244e,Fix513
584d34917f3aef9173d63a549fc4a9f26d9a5395,FixUWPCrash
3564499b4dca826b7ad95af94f5e5036e8df964a,MotzTR
c84b495ea8b65cc30c72d8c3fe2892db304ee837,NicoleBugFix
93e3e6b04cfa086743d1609972a0f9d0097c9922,NicoleBugFixBK
42fcc944975f8133cd7cd918c98da63042e2add6,VJTest
ae71eb55a4fca9c3749bf3c1428b9595bda4f529,dev
89cf1c86e2dd8b914430d3aee66cacfe56cab5d1,evolve
b97615c348e98a6b9cb9681cfc109219477a284d,feature/evolve
0395d82ea992d8f3f543a49ffc2d27b7442e463c,feature/motztr
2d3cc0f2d99c5d883f1f90f9cfc26f53f3b127bf,master
916cb875e4185399becc317f31c1a48db3a4b41d,motz
