commit_hash,branch_name
cd0537136f68544acbcb36e561b83251c73a95a1,develop
a27ec9637897afcac1f4aa8d7180f61ee7a525d3,issues/167-new-app-version
cd0537136f68544acbcb36e561b83251c73a95a1,master
babe4ff5733db34f0419765fcd583772a3f4f42a,release/1.1
35f5286f78eda955e84936a5309ed91e5cf2d56f,release/1.2
d4e7970f284b9595a6a7d9c3ca45647ca68f3ed1,release/1.3
a114082e1029eed9182cd7c3c30fe0117613bbea,release/1.4
dd70cde3293a2e01a1ef8212c1493d2a52f640d2,release/1.5
ede67ec1c863f5a619b08b019ac1e927595c39d1,release/1.6
853d8a3ae22f38c9649ce3307fe1bba78ca6c811,release/1.7
f051439efd0474b1c44eb08671ff38ebdca43fd5,release/1.8
bf40c90bfeb45e5e923e1ddc0d2f14dddb9bebbb,release/1.9
288e533c5f24c3809f4dde317355ce09f23952d7,release/2.0
a27ec9637897afcac1f4aa8d7180f61ee7a525d3,release/2.1
f506bedd9b1eede84c7b96aaf885fc19ea2d17dd,release/2.2
