commit_hash,branch_name
4e9e5d1f975ff80a01104977fb196cdab1e1a5be,Aniways
14c1f452c3f079029dcb50352c1865c2c420efbb,FixPushNotifications
d26db0c8c5d382cf902d1f16b920ef0dcf5de56b,GetGems
a42534f3dad3ba3dbe10927f609270e9240045bc,V1.6.5
baea1fc059687f5fc9d118e5e841aac0dbc2e09a,V1.6.6-AniwaysV2.3.01
3fa4c297242a3793a5217285415dca785e843e4d,V1.6.7-Aniways-V2.3.02
48f23073dbed7f110a748aff91ef1b8b5ab841a5,V1.6.8-Aniways-V2.3.03
ac4113e273c484a12d8ea83d6ec58bcb41b83ccf,V1.6.9-V2.3.05
efecdaf94ce5255f6eeafa7186716fef622b8983,V1.7.0-Aniways-V2.3.06
34f652f261c1476b843d5c2224d058972f52447c,V1.7.1-Aniways-V2.3.07
cfbae1bf2c238e1c7b86eb8c8d287311d6b02097,V1.7.2-Aniways-V2.3.09
c2874c8d328b25448c798322cc7659db66f1c1df,V1.7.2-Aniways-V2.3.10
9a033ab19e76a622764f8c1f88b3ff545c92fc77,V1.7.4-Aniways-V2.3.11
f64cd420cd869a32803c04f8e50a05e04a192ef9,V1.7.5-Aniways-V2.3.11
f73631aede4708d4a6acb755e904ebe0bc5c897c,V1.7.5-Aniways-V2.3.12
461de466dbece59bc853e0f86cbc5e17f46e85a3,V1.7.6-AniwaysV2.3.14
87a2814b6aaea7c71222fbfffcff21845ababa3d,V1.7.8-Aniways-V2.3.14
4e9e5d1f975ff80a01104977fb196cdab1e1a5be,V1.7.9-AniwaysV2.3.14
8c12280bad98a38d7a6ca5b8c1ce45255e6d647f,V1.8.1-Aniways-V2.3.14
4d67bf8f6ca105a1b3697a9068bd2b1e73fb9eb8,V1.8.1-Aniways-V2.3.15
32b6020b089419cfec77b9bb9aa3967654cd8f8d,V1.8.2-Aniways-V2.3.16
43a9af48d26cf4f53819ea7965e3825ee3801b96,game-support-poc
50770fed69a01e14bb77e88fb605d75db70bf290,intercom-integration
c2d607a531028bea06db006abcbdd26b544c59de,master
