commit_hash,branch_name
6d15a1ba8e854e7552af3080d68ed1829461ec73,feature/separate_entity
b3e317cd6d50d1f5f6cc96951cde4956d6c50145,master
05b275e12ddac989df88191c798208800c50d6dd,release
