commit_hash,tag_name,tag_message
1f28ba65e061bf0c5cc92d978cf4a23755fa24e5,v2.0.1iOS,
d4f7bcbee0048ff235a45992d59b1b0500397b57,v1.4iOS,
d8f4345ad4190a3dd98e361fdbf7cf2c61e29f72,v1.3iOS,
bf67e667d1989ad98075001da9b3d720e1a9d292,v1.2iOS,Update to add extra ETAs and improve favorite stops
fdec2b5b014619b1aa0683a6adae382bbfe5c35f,v1.2.1iOS,"Version 1.2.1 for iOS, with ETAs displayed in the iPad version."
d1ada9381166436944952e25a64786c59950a45e,v1.1iOS,The second iOS release
1dee4b007bd17c24cf9bd8cad27bab21a728190c,v1.0iOS,First official iOS release!
c6b99a8f20c5a1f5d4d09829fd14ccfa8fe3b46c,iOSv2.2.1,
5f108c50924914e071494c9cc1c4ef701807b58a,iOSv2.1.2,
2210aecf47ea699ebae1956622e883130d891a90,Android_1.1,
e469d0dea91160f5a5b058d7160f9208462e1814,Android_1.0,v1.0 Android Release to Market
