commit_hash,branch_name
72a2798136c18b34628e27e23fd2a1805d402bae,add-analytics-events
bbd6be44ff99f6c52f892e9789f774e8d3a1a436,add-camerakit
ad6e989ab3a0f85fef6034dca9afab8c9fc6c7db,add-circle-menu
ec659889d9de2541f9e05f90f3c01d14f42375d7,add-cwac-camera-#165
5c2b7fb9d9a1fb2a6de029e362a18e4e3506bf2d,add-cwac-camera-module-#185
611f5c942669f17cd14e128b6e238902d336659c,add-delete-progress
fe803d31796109f20a51032904f05d564865f5aa,add-firebase-crashreport
ffac41e546b2a80761dc0868bedae0de4f40867e,add-flip-to-front-camera
1b7c1ffcce14c2e6b9142a24f37199be529963c7,add-prod-keys
6b6ba9ccd9617c277a58758c613434a739dc84b7,add-rating-prevent-spam
1e172344f17f3ffecddf2b0c59b98da53be960ff,add-ratings
a28db58b6a4fd3a20da91dcef0c8a67113262363,add-space-to-app-name
45a2c0b6bf12c9eb76977524c0bcecd6a1840528,add-sync-to-empty-screen
15f3db5d3739710a8f3566e07a9db07e90b92202,add-tutorial
3f4ff3448326ead273d27123c037b033116140e1,add-upload-animation
8cfed0d684cb532aeb2de5cf1e745b024d9caca2,add-upload-animation-v2
79a2adc83190b0db796712d29c471a90da1def0c,adjust-grid
110e267afc9123d02fd1b33c058531dac9bc9ab2,adopt-new-cwac
c2905a3a58e9749eda513603cf48861105a7abcd,analytics
84a0ea5cdee9ecd01d5bb40a5447e74ae1adf265,auth-activity
e66e91c69b2345a4dc320138f387d48e56e92a4a,background-upload
e951deef8ad9e6d020451af08eb3258ab2d55587,ban-label
83559df15cd5b263f8702bced582e6c5ae2b5cc4,big-auth-rework
a8e130578e4b66b3a5f43ec949fc2e5c02db4e8e,big-auth-rework-fix-auth-screen
6d2e4d4a4e7e82d96886f5caa62a4a1daf860585,big-auth-rework-fix-back-stack
1efb88beeb09b79e60cdfc0bb12e8c6f67fb6530,bump-cameraview
ff98802400130ecf2d8ea33fd90037767c1fedba,bump-version-to-74
9b206543f2cbe6df478712df12e93cf1eca92c08,camera-stop-on-exception
c557b5870db5af538d53ca49916e94f266b3b9b5,change-camera-to-cwac
ab86f12b136c3e178ce499debeced0b170f07d44,change-upload-window
e253943141146b70ddd62ce0f29f3b6305a4d514,clean-xml-resources
d34f675fe0e7692b3c430ef016043330e23b4777,contact-us-button
8c74b2c7ef5d436fddc36a01c917d9b41c6a1b49,continuous-auto-focus
dc18f366c4ca1528752e4a142336750204a4518d,delete-button
d474f7c02f71d3597da3c576c48af012635a941d,firebase-crash-reporting
d7c08859c470409b4a30e7aa45460e673f0f7f3e,fix-401
caadb76452ccae617ed0b382f37a4a2e50b0a603,fix-401-hotfix
7623eb94ecb7f9b3a9dccfca497567ddddcea8f5,fix-account-not-set-on-login
29f3b5e709f580c5ae00771f0265f95ec01ab6ce,fix-background-upload
