commit_hash,branch_name
c4888e0910db15f69cf6d4b52cd406d1e40464b6,0.x-MAINT
8f0707e9fce386c24d7bdbcaa5d930de810da651,2.0-MAINT
0a0fb1fcb213ea0b1c39e13606b72e70607c1bfe,2.0-stable
95dca851e464c9b5aead24779232d4e806e63450,2.2-MAINT
cabcdf2d835b4e597b9f3079af89698d97b77593,2.4-MAINT
7a0eab967ea1489f625ca471cdba7e1efbe33256,2.6-MAINT
c6fa2f732f27481244a5fdd1383f8fe250240dac,2.8-MAINT
4a3c205533c056815e7613339f6e19d8d6e59f6a,3.0-MAINT
3b0b3dcab153d89995a25047718b7a3053c29899,3.2-MAINT
047c8d49e97b51e7f9d34725054e31f7516a9de0,3.4-MAINT
5c7513c3494adf2606c8c8fbd1310f8f92df0fe3,3.6-MAINT
3c4e64b8b2eeb927835f2cf36e8984a6fd364049,3.8-MAINT
2eb9608da1868269351740d9539b16b5d30f725e,4.0-MAINT
7834cdd8ca24d9b906a6200e24e1e19884452c5b,4.2-MAINT
fa6009638bc2b63befa0cf94c758e2c571e0c1af,Issue17_folder_list
9c335127e2b089550358578dea7862e3bbb1724b,MessageListAdapter_cleanup
f40de13f1c0447727862d9d139ce39c065653219,actionbar_fixed_activity_stack
6a2ab4008cf19f1ecd943b12dca7b7835396f77d,activesync
d9f1690741c67d237e22ac03a85035d97b6a2238,always_show_cc_bcc
188a9fd070cd1262fb61574d0881e3f00b8da373,android-14-sdk
411abbea6411e92435113182d60fa0397968e425,content_provider
c1ea57562b183eefd9475fa0cb2ea4751b493489,exchange
e3b26e24eae3eadc6b91cb6c992b9a6d1dbc7a86,experimental/message-overview
b1d4bc39f816f97a54326a414c57c57e60b619b8,experimental/settings-autocomplete
d843a3b12e35298144ed8540ae29e7c392a88c5a,experimental/tablet-ui
cbffa232608f85e2d5b973e7c224e0ca52d320ff,feature/direct_interface
472f931e375f8e3eef08b782ce19de761cf12566,fix-busted-settingsdb
2a1439adb93867ee7450aacd6e2a9e3bdbbaa784,fix_activity_stack
a3802a7a8eece86f31070868f9ba7c9c7b23f92e,fix_webview_autoscroll
93b13362b4a5558e04eb859b95eb3b4c5df7bdce,fragments
8fdece478242074020903b446d0ee84162f93743,gesturefix
caa26311f125285a58cd97df2329adbbc324a7de,html_welcome_message
971f1d7d54430152467450ba35fec3d388f53b9c,issue-162
4586ba560e3498ead43fc4eacb7a92a3ce62de75,issue-3060
a2cc06d469b39245aedde226b63b24db83c7f2f0,issue1027
843052d7aaa78deeead1b7a233c625ec7c5f6f80,issue1326
8e6edcecc7e5094bfcfa1c161d5d51af63245138,issue1840
c6a58df4834dfaf641247d56bcbe1ccaea2131ad,issue258
b387cc746a9372b5a4cf0f3eeb9aaa749a2a1db5,issue2900
a8440032e963079a2859d5783241d3eaf6435455,issue3102.4
cf311bc1a7c8fec257ba9fa3b53c71ae59ec1889,issue4456
9034f54ecea10db1c039716875c00acf30b55609,issue549
ae465789b7fb6206f91ee12f53404b70446b2e35,issue549-cketti
adaa12ff0209941ace768341dd0bcf52bedc24ba,lost_flags_on_download_complete_message_fix
0547e08b7ca6a874c0a8e9ff7aac1c93c950359b,master
c8d8eac4f091ba78f81496fcccfcc95bdd983c15,message-menu-fixes-and-themed-composer
0d0415e70585fc919e453fcc57d72a24a7036c40,message-view
ba40d565e095967dfa27dc8512706d49f11642f1,message_list_remodel
0adb02ff25cb4ce318958992f09a8826062212a4,message_threading
c2bb45171212048d867548be20c09dc6854d2ab7,message_threading_fragments
3783157d287b61c28f03b0c27818e075324ec2a5,ms-eas
609cdf6bc5a3636161d269612a714f6c0777a0e8,ms-eas-jca02266
302d564ac7989ce4a73e78e62ed926b19898e084,pick_directory
3e1805799577ea5deb94af14cba60fda062f5d3d,restyle
9ab3cdc25b2ca8ac1941af0d3f94c9c57c41280e,rte_preparations
a80d7c518a147031b76e26d024d304045cd2fdbd,scrollable-headers-jellybean
6c81fc5261e18342bf509d1c5da03a462c818cbc,spamassassin_support
