commit_hash,tag_name,tag_message
68e673586cc12bebb52aa35b5acfc66391544463,3.3.0,
edfe320235828d0f9d762773ead56f251e3585fa,3.2.4,
9ef59379d4df7ebb645974b0fd1024540376ce8d,3.2.3,
4e4e75c2b4661d32da4121f7666fd5f6dd7e132d,3.2.2,
12870db4ffdf1a540f68897e44414ac803b2edbf,3.2.1,
3168f5d6f74df5078928a136f3533863958bca13,3.2.0,
e6abf9a2e183ebe446a08b38d0c6b1606057007c,3.1.3,
a33f6d1f2d26dc6559fbb9b68aa2ecc917b204db,3.1.2,
62729a3d2cd46ae9539b625d2510c91c427dd00c,3.1.1,
e67f6d24ac47645d0301fbcaac361482b582af31,3.1.0,
84f54dad5d10463026abf95c4c52a3610c8fedf5,3.0.1,
d04e96cdb85c8519e1da238d2d86bf85196a7043,3.0.0,
9a26148a83bb11a6b12d8603cb0cab686210f9d2,2.1.0,
7e0e5875a0040bbfe29a2f8f608b5f0f58fc7493,2.0.0,
5e4f68953127f4246258457ceb9ce51fe8d944af,1.2.2,
8df071245d89812f2a58980cf08a6c1d6afbca41,1.2.1,
16c32e42c9c0ae688c5eed2b9cc051808581d776,1.2.0,
5e7dee1f46aa64af4003a78af0648f2f8203a022,1.1.1,
a12df765448f5df7033fb6e54d7e70675bdc05f3,1.1.0,
f6d8c3c93bd121f91675dd12932bcee521defb4d,1.0.0,
