commit_hash,tag_name,tag_message
86741a983c36d26cfb897d86e45f4b382e20db2b,vv2.0.0,test
8826c8b5909d4ba4243f6c40f4816e48c7312bb5,v2.0.9,
dbb49f95616439418f88fdbcc60f463d69606e64,v2.0.8,Fixes a bug that on some devices prevented the application to start up.
aba9bba3c49dbe95ad1522a7f4f0f11e027615af,v2.0.7,"- Fixed issue with buggy md5v0.6 algo (it allowed using character set other than hex)
- Fixed Unicode encoding issues, now it will properly generate passwords with masterpassword having non-ascii characters in it.
- Allowed the username to be adjustable without modifying the profile, from the main screen
- Fixed issue where Account's pattern names are blank coming in from the chrome plugin
- Fixed issue where Chrome's plugin export used the string 'null' for leet level.
- Added so that when a user copy's a password it will add the used url to the favorites list so that it can be easily reused on the next time
- Adding graphics for the play store into revision control"
212cc8c9a989e983c826d97f279f91cb41025102,v2.0.6,"Version 2.0.6
- Fixed import issue when the rdf does not have a default profile specified.  (from the pwm-lib library)
- Fixed some usability issues in the UI (still work in progress)"
efd0723ebe8ad9bafcd980d2b3d91b385cb4ed02,v2.0.5,"Version 2.0.5
Some phones won't update the profile name when a user manually selects it, until they type in something.  This release fixes that."
c879b69461d3bc1d921199021522b1c9760860d9,v2.0.4-a,
85aa810f4792dc0cbeb6ce90ebeff5f0706341b2,v2.0.4,Fixed bug where you can't 'share' the url with passwordmaker
6926b78db0061478cc18e7d26f96d365fe889da3,v2.0.3,"Version 2.0.3

     - Adding settings window
     - Adding ability to show username associated with account
     - Adding ability to display password strength.  This works the same as the chrome version
     - Move setting of master password hash to the settings window
     - Removed export of master password hash"
b202f8af97d0b6d582816fba9e3ba1c66aea7940,v2.0.2,"This version is just a hotfix to fix the bug with loading chrome rdfs when you disable leet.
This was done via updating the java library for this https://github.com/passwordmaker/java-passwordmaker-lib/issues/1"
b2a348d069c2f313d84420d7df658ef28aeba0e0,v2.0.1,"Version 2.0.1
  - Bug fix from 2.0.0: generated password now updates on changes for softkeyboards on real devices
-----BEGIN PGP SIGNATURE-----
Version: GnuPG/MacGPG2 v2.0.22 (Darwin)

iQIcBAABAgAGBQJTwpwPAAoJELO7Vs2E8ZBRUs0QAJrFYUuJVRaSSH8jYW9eyeVp
OVEZMsF5Indt1vlJOkQdjpvlE6Kcj++z7eNo3jpbBGvvn/kxY6GwqrsOqKyaizfq
zogkwWIFjLCw1SIw860a90Lbj1pFe9IcZHnKnNu14X7uXaFcKAnWBNbqo+s1GT03
o7de1KEIAxSq7CcYGHkzXb8b47ddhykCLfPadziclTU5YB7TF9HkCqD0E0AYcvP1
jutvBC8bk67v6UOXNO0XEiwo3jy+m3L8D9TxuvHVDlH63JikbodClUT/LrFpNkrr
1vjBPfkmRXT9b+SRqMm3LerA6FXIYzuaNIhXbBEl19JBZXIr/Es05Ybq9mfHLXKN
TtQCvQuP8fOMTDHugIA5OBacv97jv8GE5A5qt1vvx/ZiEHBHnhDfVRY0Oze6bUgO
LTknmSdfIbg3oIJpC8d+m/WBfp4SMfki93Dy6kilY1iJI8lk4WK3S+u02wdqO9QQ
ncCz1NUrsxLLcIaITn7mkRCAXfBBHXPntkWcWfiJXg+hikifx4yXo4lfxMgRhzqr
2WjIhd7G7+/neU0A+nKFpTHls5n1GqGKku8p2Hy/GMn8BBoJn1AVbGOvKMXTx0rw
wbUgDkyIiMEhFS0tW4UjiRkYYKJf1IUDQE4wTCQpRVE9OEYt/pdaNqHS5pWDRZoD
v0xrcGJu8m5PSOKyl/Cj
=ZkPG
-----END PGP SIGNATURE-----"
3adcbdaaffcfcdf8fa3f92cb20bdc21cea000890,v2.0.0a,Start of 2.0.0
b856aef3d72711cbe3eff911396ed915d01759e7,v2.0.0-alpha4,Fixes the hash algorithms for real.  Proguard was removing them
fae927c3223df47ffa636b98a301c77698fcbec9,v2.0.0-alpha3,fix to have spongycastle actually be used to get some of the other hash algos
78fe41ccaf9e81cee2cb513e23188516824a98cf,v2.0.0-alpha2,Maybe a good version to be released.
24fa0ab24a4d4adee3b9a1dc5540089878f30463,v2.0.0-alpha1,
