commit_hash,branch_name
8f9660ab7b4c8ce0e00466e8c0abc8f47c41e987,10_image_loader_module
8be7b9c41b5e722a6bc6b7f51d6ad4c1ad48fead,11_adapter_in_discover_movie_is_clickable
5103a76b20eda094423c65a177b983caedb84656,12_refactor_discover_movie_list
634d89e9892ec959def9cbca9b859f3ac2d816e9,13_add_description_movie_fragment
22e9a86405ec938f01885678bcf22c81e68e1cbe,14_add_rxjava
b9d32daf2498b12b5e07169546ccf1bd5c1ba0e3,15_add_watch_trailers_in_description_movies
b6b0f14b574599894ca54e3bc40493bb4ce92d57,16_add_pages_in_discovermovie
45de3301379be22737e46dddd10fde3918ace1d2,17_color_change_to_theme
cde3de127b3c48c2cec471376859d66b9ffb8b35,18_add_stetho
c704a93b009c75994b50530cf2a459abbf4f1168,19_add_placeholders_for_image
ee15370382d6b4b00c665c2e17072ac949474abb,1_create_simple_api
aadf1fe7d6f39233a7a898f59d6a0a478893e9fb,20_add_toolbar
0c1230540d3cf3096e6eae94810f0759540c415c,21_add_filters
ce2b0297819348b8d4fb835b86b7323a5be2bb82,22_disable_stetho_for_release
e9293d9ebc2a7db0806e53c6d9c4efeb9a291897,23_add_sort_movies
f4ee971edf8ec3fce5eb104288bcdd2c3dc8161d,24_menu_drawer
785898fbf431bd49b5662084e134912e8ff6c73c,25_dialog_about
9fa8dd88083643d005879df1dca1f3638f6aed27,2_create_discover_movie
fe38b48b77e7fdb4797ff2d2e80d9b10674240db,3_add_tools_quality
5a0eb1c6c4784137300aef007ba3aeb24500e17d,4_add_divider_for_list
2dd30ed28acd1b83923bc285d9f67722da2946a5,5_refactor_presenters_and_ui
0b3256b7fcb90f2c5e86ecafa7bb0552c65d11b2,6_add_swipe_to_refresh_and_fix_package_name_git
c3e3cca3749db9b788241067b634470587ce5d49,7_butterknife
1047741af4369c34c3a293834c24e86faaf39720,8_refactor_configuration
efd72a6ae24c265f41f5f381d7b37e53577e3b54,9_add_support_fragment
c6a639050325a5e113b3317aeec003d5f726d501,develop
c6a639050325a5e113b3317aeec003d5f726d501,master
