commit_hash,tag_name,tag_message
1f8f80f92e98fe669c3e1e7762b699a29e55446b,1.2.2,
0b4628bf7785de3828a455a09d64828d686556a0,1.2.1,
02eac07e078a738f36c8c020f5e3aaf8b423ab98,1.2.0,
df072fcd5de307d2920740974fb9619c80665718,1.1.2,
b06c7e2eacda7df1fe91549d975c650a91f674a3,1.1.1,
44d36301fb818c9bc32098fdf6ff1398a4f348ed,1.1.0,
ebd0a8671ba2dbdb7e2d7b6da5db6abf96565374,1.0.9,
257b17ad760618303642691b0cec4f157a64ac1e,1.0.13,
b55af3622aa9a4306e2c06f0cd63da9f0a626175,1.0.12,
11a08fdf4e008c893d2b0fb120a92772f58cf2de,1.0.11,
7518a4a3b8ddc0440d421e08e26b308867c86e83,1.0.10,
