commit_hash,tag_name,tag_message
b829c4e561522e54bdc6294adf0370a73b0a966c,v4.8.1,"Version 4.8.1
-----BEGIN PGP SIGNATURE-----

iQFRBAABCAA7FiEEc+4jFPZfqS7COQ06cYwHAQABIoIFAlolPxodHGRvbWluaWtA
ZG9taW5pa3NjaHVlcm1hbm4uZGUACgkQcYwHAQABIoJc5gf+LD2jrqUZxU+N5JtG
bUuletkydD6k/TKY7NkDySn+EMv2laJX131WgSK/OZlSutJ19AtxzKFepB9MfzJz
hYOFdluGkBqqoKumeZ7WcdJnifAft3axdTzc+mc7n6mn1h84HlasIZF2hmRWBPxW
HvH3MzFn/ZFvMnS2Mi49/BELX1FZr4wmElrEsYrh2J6307t6yHQp6aw3JNvSHgMx
VsaVdu/ldb94yxIzByibpt55DNzhuCpMkCKfO/DREs4vS2jDLzq2+ikI4fN/HKYU
RwBRl1PNxAk/+nEmOMI5GcYuG5GEUcszdZ2/maBzTFbqs4RIkZneBEw6clGCAI3s
vFq2LQ==
=Wu/n
-----END PGP SIGNATURE-----"
7525f54cbfbe0680110fa99a485558200b4a4825,v4.8-beta1,"Version 4.8-beta1
-----BEGIN PGP SIGNATURE-----

iQFRBAABCAA7FiEEc+4jFPZfqS7COQ06cYwHAQABIoIFAlngqGIdHGRvbWluaWtA
ZG9taW5pa3NjaHVlcm1hbm4uZGUACgkQcYwHAQABIoLTRwf/d/qWzZjhcLT8UGfG
TMmppG9nD9/FBiZL+s/t4NfGJ5xf70DCiKB1CUl5lNLrBYYwZXe2iywyIhHS7w7z
xtRdXMWJHUKbiw1PwpUwyXixD4YcdzQreljeqNw9gMX2ERQEJKawPIkV0x2TniSX
GVTe2eAu5+IHBfE2Lxi/XJlodI7bTy/LKyLDKobDDULJsi7JkiAx139tLI8Wqk+n
BgPxGAPsEZ4V6bYQyQPBqBRIxoszQ04+zwy+PIJyMBh6wdUp7HidX6MVB1SyLbm3
QB4I6xj6HbCw53wHSwiG55Bz17JFqeHAQeQb0sp7UcfiJUZqpgBshlRMGTipWqZz
WjgVYg==
=i1Z3
-----END PGP SIGNATURE-----"
cfd3e25b6ab7ec7ee2cd2e90abcdd8ccc664f45f,v4.8,"Version 4.8
-----BEGIN PGP SIGNATURE-----

iQFRBAABCAA7FiEEc+4jFPZfqS7COQ06cYwHAQABIoIFAlodumYdHGRvbWluaWtA
ZG9taW5pa3NjaHVlcm1hbm4uZGUACgkQcYwHAQABIoIcjgf/Yf2hlkd3RqHDrCOA
trySEa6NN1VdDZgzdIDw9/xoDLdtXteSYEFK61jxhTe0XB2FI4oRNWbm8PUNvt6Q
gtSAVRA26M0DvJCNhj2UQQuc8ibGPtRCLUl56BOiMgXV16cTIK7hA1w839X0/5AJ
D+5FQi1WS9ut7mXQKetV8WUo2jJXeTbgdZFVQebp5CLZBzHFY2YvtDAriyPWl0hx
6pQvX7+Q7aOJhBVd4FlJq2rwkaW15xgJwOknLgRWmWEo7Xuw/ToNvHXovyW7kz0o
FRtBRRuJ2usaPWf/rSa+n56RnScDoAd8NqiKrB64Pfd8VkKY2yf1gckE9wAkqQu9
3kFY3w==
=PDzz
-----END PGP SIGNATURE-----"
ac10b03a0ec4a97cd64e63cd101119dd378050b2,v4.7-beta1,"Version 4.7-beta1
-----BEGIN PGP SIGNATURE-----

iQFRBAABCAA7FiEEc+4jFPZfqS7COQ06cYwHAQABIoIFAlm3ATgdHGRvbWluaWtA
ZG9taW5pa3NjaHVlcm1hbm4uZGUACgkQcYwHAQABIoK1SQgAjBEGxPbnxwPWo5js
tSxQq8zWxLWWVgFcnGQub00EV7bQZdZumvZhZXkJv/Tl0BRSqYwgLZpk5Cld29Ja
FnZaV8kfqnG8QrilaUbpfnUyJANIwYXaXBZfwjtSe+qGXG8gstoJxq3426rPYuaz
lJA+WJq7UG/Nk2P9UeuwCQ3KBHOxF9I9pYmlkGpNDYlg74TPQSVtRpvwHb1Jtd84
HyWRzGdeshMvhCTodRr1G64Zt+T3LP8G7U87jze2E5Vba9i4IrZrweNHLfeR3bi4
CvcT+hjyKiCKxuT5tY3fBp/ow4o0Je/onRawhyGkyPFYEm7A4y/4nrzuACaHALpc
3G02ew==
=OWjj
-----END PGP SIGNATURE-----"
48e01e15e078604c605ed138de1e65ea3ebcd5ee,v4.7,"Version 4.7
-----BEGIN PGP SIGNATURE-----

iQFRBAABCAA7FiEEc+4jFPZfqS7COQ06cYwHAQABIoIFAlnIyu0dHGRvbWluaWtA
ZG9taW5pa3NjaHVlcm1hbm4uZGUACgkQcYwHAQABIoIxSgf/fGSZFHbM/P8qrKEB
nNN9ri3Hv78KGJqK0cSIU0Wls/ysDhZoZ+oZ/Ck9PvxC4+p+40bh38kmtq94rsn9
cu8w5kit2vQo2AgdBnnVYPvIoaa/xNX2ndlxMUd3H22bTRVrVMKneq8J0PM2E4Im
p2AbqNGPBbz2Vw1ncTscmIVcPfhBPy0SiOUjBupvnQWS1hrgxFeReEWeYDIeRhJl
0cY6+7eSAsZGQJbdTfFTBi/wSXFBZE5GdKvAK3OzOldWMQ0hPDlxQLPcLUH9Pqts
O6q+1qqv2KteqRqVe99CTFnfSPHpxgJzHCT7YC504wATTSG4AkKUwlG+60X6iQpg
LELhZw==
=ZK/A
-----END PGP SIGNATURE-----"
93caae13429936b8ca57a5028feddab4e45b4e15,v4.6,"Version 4.6
-----BEGIN PGP SIGNATURE-----

iQFRBAABCAA7FiEEc+4jFPZfqS7COQ06cYwHAQABIoIFAlmlveAdHGRvbWluaWtA
ZG9taW5pa3NjaHVlcm1hbm4uZGUACgkQcYwHAQABIoLNewgAkv8s5NETixoUjSe8
oebDEcVyukvAz+DdDDreDp/IrR5938Gqp7J42Fg3HPseo3yeEH+u3t74uzIi6tzO
3w0skUBvkgUURQKxJ70L85lLRcpAxJop4VoUTI3xn7O4HxSN3KXIcEdvQDbTu37o
QVyaZhhbTPU/dbiyY4DIOxRx9r8nOWCUmCpiLJtlJ1+g/DBq70X8Vgp0einclq3K
lekjQMCguVW1swxnYN46MAzgECeHjSQpBdhz6UYbU6ottceGsQk6G0FXMFfMlMHm
CLPFDBpESItO+P0rNVN0187JfDOArfW7FDKJ0SwF7YHgVOsXuhOkdkEGCKwKbSSn
4Kazrw==
=TbK7
-----END PGP SIGNATURE-----"
ef59affd743427cf89cdb89a5e5cf5c8b7a657d9,v4.5.1,"Version 4.5.1
-----BEGIN PGP SIGNATURE-----

iQFRBAABCAA7FiEEc+4jFPZfqS7COQ06cYwHAQABIoIFAlmkOJ0dHGRvbWluaWtA
ZG9taW5pa3NjaHVlcm1hbm4uZGUACgkQcYwHAQABIoLclgf/Tvd910qeTjwAo4ZO
bkRwi9CXBNrHhSqHX+WwlcRgjLy+CpSlor1n2Kf3IxesV18cqgKdKil6to12w5ZW
SAUsEOMhTd9n1MPhMoIR7WGbIJ2jbKnma0rBSuXIVq2dZRMYavgeRAI84RQjtwbB
1KATa+7CuiqfFwe1eiPVXKryMCVIL6EPRMn0woqRP/nDG7uqATwOd2/IDy/JCCSd
CI28ey+W6M7oSFpg1rHmMSb2QAe5SsWsdu9oix3sUZ2WPt4UUWbe7Cf4fW2yUj0n
eCsI+nn7CNb3TwWQ6L76p7ixdI7KiFndVWTVw5rUAOK0Jx9SrPjS7Q4GyQTUtooE
IR7wjQ==
=nlO8
-----END PGP SIGNATURE-----"
f576b644effc21b62e9d653c66bb9d91d850bf19,v4.5,"Version 4.5
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1

iQEcBAABAgAGBQJZeHC9AAoJEHGMBwEAASKCM1wH/1lqKkElZlaDD+6xUT3/dCe8
3E9SwLkUgFevoN9vywmM6LygAi6FTcgKYSLVz5Im6ifHbqp1F1II51guZXQUyXKe
nSkfykx2iYQpwWc5QCtGIa+qKi0S1GiNVi5LNdbO626R78MSR0YkAxCqUIECdOFG
USyoyXT4K0p59AttPB8RBdzMtZcIAlYkPOKoZJgwwZngzhvFOBJl9ewLtWl8ksgE
irDgr7jpLaeumTBGeyUmT09XVuj9H+kv6EQOgpNbrLj/IwpJ3Ngcps0VZ+WGoYFe
pKMz7Fis6Yj1hw1ILJiETfL8GhszLwGUfnIKk9+uLskszd9RZluUsTwPYi976Cs=
=mgJB
-----END PGP SIGNATURE-----"
e1c006533ef1ba53757f3b49e4c359cc6b645fc8,v4.4.1,"Version 4.4.1
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1

iQEcBAABAgAGBQJZCBxsAAoJEHGMBwEAASKCgtAH/2athq9sYPxStAQSFHse5FHP
nWIYuNuk4VXp2Q6rgBH2Bp91/cRsWFLOCO8vSHTJxOgXQQLSIX/M1jjSmxzv/ip2
w4QwO6WXHo9gZb6V4/exRY2xozBuJlLJyKo4xLqqIYX9rmuLwWoZpKasGU4MUN19
6yImZZPKDmCo7Z86E71YS+1CVVHqurFsmzb+q1vim+Ta56yIox/sbxqRnsmAVHzD
696oLCoQ9wNAffJMBesUCYjmKtMOg627/QRWO/LLyVFlwZvJKOCMbG5MAU3YwwY1
FziTHMrhxraq+yF6mzu89JZBqBRLBgNqFzAZjSmLnsA9o1Y0qyrSUt4S+R6ZoDo=
=FBcy
-----END PGP SIGNATURE-----"
5708072c3a7b51e15d937fea2ccbd60704dd2aaf,v4.4-beta1,"Version 4.4-beta1
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1

iQEcBAABAgAGBQJZAJkpAAoJEHGMBwEAASKCbpIIAJUc5WbhZYl0l8FVWjZO1FxD
NT2a4Fq+ig+7wuLNp9l0WkLUC+F05ddUpVdYioeYWRNO1aGvCVW8o7yQ/IKpS2cf
ToGv7p/vdbhSGo57AUF3Cm+8HypdHsyMpEuMkyPiFGw6tinccymSa6a1LTodPYyG
YKGnSbFvZAePPbhYszAovFRnBxHu4ve7KqyvT/Qg7s1xtvh0hsHR/9JNJLBOj+Ws
LWzzoToBccBJHg3OuHQ9A5H9C+IPDRxjSEYRJRfthnxH45KpkejuoRFMFezPv2G4
vOQRJJsqMmayUi+Z7JXacf/SavXx31aUlmK9nbPWJWpSnvYnPTItXEVi+c0GhzU=
=AQKs
-----END PGP SIGNATURE-----"
