commit_hash,branch_name
2d490285ade0d90596938a1c209ff4faa44d309a,1.19
b034aa1835131f5c857ca5652f2973551bd4efa4,allow-toggling-msgs
c2d8b0a523c39550519bf209ce51b729abd080c1,ate-support
473773e09e4aec2d0712b3a482d70cb54092e7a6,binary-update-1.18.9
250c5ff8928da8da5fd48a2a3eb4ee0fcf470d30,dialog-rework
f03499b01018a290b015b6342ca615dafc9c1204,gh-pages
85f5326025351cc4386dc35333c28230377858ea,master
20f775fc968cc1e6cc6980f46083ecaf92dfb9ca,newfoundation
cee39d079783346924901c5f3eae01a72ba31406,receiver-crash-fix
cee39d079783346924901c5f3eae01a72ba31406,release
