commit_hash,tag_name,tag_message
edd5714e56dce36e003bdd06b8be8316e63731e0,v2.9.2-Limbox86-x86,Limbo PC Emulator 2.9.2 - x86 Host / x86 Guest
dfce66b038dabbeb65d68053d0e9edc601602284,v2.9.2-Limbox86-sparc,Limbo PC Emulator 2.9.2 - x86 Host / Sparc Guest
a3fa9d91dd2d5afc6263ae673ffec0b568bd047b,v2.9.2-Limbox86-ppc,Limbo PC Emulator 2.9.2 - x86 Host / PowerPC Guest
d096b45d58f88205b30ea140c5bbb311fbae604b,v2.9.2-LimboARMsf-x86,Limbo PC Emulator 2.9.2 - ARMv7 sf Host / x86 Guest
63ac20c1c401f185a4d705bb33134af4e9b4925c,v2.9.2-LimboARMsf-sparc,Limbo PC Emulator 2.9.2 - ARMv7 sf Host / Sparc Guest
2ee127df6e4329faf715714f4d5de6332c405e57,v2.9.2-LimboARMsf-ppc,Limbo PC Emulator 2.9.2 - ARMv7 sf Host / PowerPC Guest
ba531f20551c1a74c11d8265c06dc1f2208ef128,v2.9.2-LimboARMsf-arm,Limbo PC Emulator 2.9.2 - ARMv7 sf Host / ARM Guest
bee8d7a5eaf938d5c0232970834a4faf1e7c6588,v2.9.1-alpha-Limbox86-x86,Limbo PC Emulator 2.9.1 Alpha - x86 Host / x86 Guest
cd9d4cd362cd191d1da52fa48f1745fa2f51b91b,v2.9.1-alpha-LimboARMsf-x86,Limbo PC Emulator 2.9.1 Alpha - ARMv7 sf Host / x86 Guest
97d40b48e328e30219fb85fb8b54c866306d2eb5,v2.9.0-alpha-Limbox86-x86,Limbo PC Emulator 2.9.0 Alpha - x86 Host / x86 Guest
196864e3effc3b32e88a89a19dddbcae7e298c1e,v2.9.0-alpha-LimboARMsf-x86,Limbo PC Emulator 2.9.0 Alpha - ARMv7 sf Host / x86 Guest
b36c5f15ede8dcd9db87a414f6feb53ff2d31ad8,v2.4.0-Alpha-Limbo-x86-kvm,Limbo PC Emulator 2.4.0 Alpha for x86 devices with KVM support
324cbcfed2caadfa3f5b7642718f767cf8f6cda5,v2.4.0-Alpha-Limbo-x86,Limbo PC Emulator 2.4.0 Alpha for x86 devices
3ee1d0f56c110cf3e1d988e86a9034b6cd0625a4,v2.4.0-Alpha-Limbo-armv7-sf,Limbo PC Emulator 2.4.0 Alpha for ARMv7 devices softfp (sdl)
935a1c4fdae7004732c5251fbdcb61f1334e60c2,v2.2.3-Limbo-x86-kvm,Limbo PC Emulator 2.2.3 for x86 devices with KVM support
65e124f7796b759c39e06ba8871885854d0ea17e,v2.2.3-Limbo-x86,Limbo PC Emulator 2.2.3 for x86 devices
c38f9d827670a3f94392ad886351238b390f9006,v2.2.3-Limbo-armv7-sf,Limbo PC Emulator 2.2.3 for ARMv7 devices softfp (sdl)
c44c3581590f2ff00e7598934f2d61bf8c38f7e7,v2.2.2-Limbo-x86,Limbo PC Emulator 2.2.2 for x86 devices
7efe650c57b3b650addaf4e7f2f528b43d4ead83,v2.2.2-Limbo-armv7-softfp,Limbo PC Emulator 2.2.2 for ARMv7 devices softfp (sdl)
e76f5b55baa487bb16fbefb58a0c2b4da69e5e76,v2.2.2-Limbo-armv7-hf,Limbo PC Emulator 2.2.2 for ARM devices hard float (vnc only)
3fb00929b6398fb7de70e3636a57e3d1040fd2ee,v2.2.1-Limbo-x86,Limbo PC Emulator 2.2.1 for x86 devices
7c2d7b496c7bb67793fc214f2618750fc3d3b8fa,v2.2.1-Limbo-armv7-softfp,Limbo PC Emulator 2.2.1 for ARMv7 devices softfp (sdl)
c75a866c499a10a34a68ba77193bad79ec2a3e42,v2.2.1-Limbo-armv7-hf,Limbo PC Emulator 2.2.1 for ARM devices hard float (vnc only)
506aba0801117a4ec2738bfb023920d68fd469da,v2.2-Limbo-x86,Limbo PC Emulator 2.2 for x86 devices
6971b63d734ab8f3e6a698b3f9a6ac2315f2c52f,v2.2-Limbo-armv7-softfp,Limbo PC Emulator 2.2 for ARMv7 devices softfp
d8eeb1cffa0337e4578b992a4231e63f034e4f20,v2.1Alpha-Limbo-x86,Limbo PC Emulator 2.1 Alpha for x86 devices with SDL (UNSTABLE)
3f2f06fbeeaf706a05bd5f0b0795f2441410747e,v2.1Alpha-Limbo-armv7,Limbo PC Emulator 2.1 Alpha for ARMv7 devices with SDL (UNSTABLE)
989f88e5f9048f662f7adb5941436162a9361c16,v2.0Beta-Limbo-x86,Limbo PC Emulator for x86 devices
e580a9257595f63a42cd95e597f48b9363bd18a8,v2.0Beta-Limbo-arm-hf,Limbo PC Emulator for ARM devices hard float
