commit_hash,branch_name
0a28552ce182e39536b6debe6f836cf0be429957,development
3ff4180a592b2653a6cdf65d44c0dbc1524bc0dc,feature/animated_onboarding
5e6635de7843eaf0d8d0eaba8b60df3eb64835a9,feature/code_quiz
6fecc5871fd488ed73b75dca6bd3bf4b83dcdc0d,feature/constraint_layout_experiment
128f131e855a211d20342e790c82dd3b197a0a32,feature/courses_progress
7a2ebcd8a7c451356ff2c83db2117b9484044590,feature/firebase_invites
18de60da8c70067762f57667ac42408446d56afc,feature/hide_toolbar_on_scroll
5110828b150d3f6304dcb11447562700eef2bf0e,feature/instant_app
eddcf28aefb0a216e77cd092efcbaa76433784c3,feature/kotlin_inspections
26ceaecebcd8140dee6ff39fa2820bf5612f6046,feature/notification_badges
b08aad1b2abc779e1450e59f5b1e64815921e9cc,feature/scroll_fix
c79f6f5e98d58708a76e9951e58759e6c990c2f1,feature/step_text_improvements
01a6cda19bdf45ebb7332c34323590e1e48479da,feature/update_sb
4c2de996981b3736eebcad12ccbd843aa9ff27b4,master
