commit_hash,tag_name,tag_message
2e38f5048c5b70d81e009757d6278f1b7648b830,v4.0.1,Tagged v4.0.1 - 401
1c0c77f0a17977f0a89bb2c35f1929f5c1682f30,v4.0.0,v4.0.0
a5777dd948f9606abdf50b45d3fa281a1437f934,v3.1.4,Tagged v3.1.4
1c37c1c4e7cf45bb2cf6d2ce39537241ae55122b,v3.1.3,Tagged v3.1.3 - 30
615754462983b60c19ca79bf27adc5cecacae07b,v3.1.2,Tagged v3.1.2 - 29
177ed7761cc717c805cf3257b8f442c292d34105,v3.1.1,Tagged v3.1.1 - 28
9443acc282ec51d17e6b4e058addc45e3ba3e409,v3.1.0,Tagged v3.1.0 - 27
198135ca02fb9fdf49a09e9382b40eb24efb3ed3,v3.0.9,Tagged v3.0.9 - 24
376699d699d044157e37f3d7497f5157d6449db3,v3.0.8,Tagged v3.0.8 - 23
e898276c4b24d6069a9f3f2d0695353df810aae8,v3.0.7,Tagged v3.0.7 - 22
e8c8f005b2019bd51687e4a3ce7a73afd4fb500c,v3.0.6,Tagged v3.0.6 - 21
a6fed3799506433157cdc8ee440d9b9e7143cf2e,v3.0.5,Tagged v3.0.5 - 20
476b951a46010b0003c4d071746a77c118481cd4,v3.0.4,Tagged v3.0.4 - 19
835d1f13845a789c80dc2294c0da0e6fa40e5f6e,v3.0.3,Tagged v3.0.3 - 18
96451ee9cced1996fd85bd1d146fd38ed65b0e13,v3.0.2,Tagged v3.0.2 - 17
9a3750f7ffdafdb146529e07f548a507881f2a10,v3.0.11,Tagged v3.0.11 - 26
04f6d3282a709a6c873bd91ed0dec2087c8a349f,v3.0.10,Tagged v3.0.10 - 25
ff269578dfd8822108695db9b0e3c4deb1d55a52,v3.0.1,Tagged v3.0.1 - 16
7d8d00f09789afba49f293d1b8f9f78e7552db02,v3.0.0,Tagged v3.0.0 - 15
