commit_hash,branch_name
381d89e2df0f4847b209ad101158f731c4eb7ab7,cleanup
ba812fba6aff14c0787dbd621cf69fc39d2329f4,dev
ef0386e7881691e2ee04bd172cb56557ab7171f0,icon-method
bf8543272ca7cdfb68dad308a8087b4a1d769091,issue140
68614590dba386bbd80843bca8a45bcf99dee41f,issue142
56a3297da0832309035ef54f0ab4d521c1003c07,issue150
ba812fba6aff14c0787dbd621cf69fc39d2329f4,master
3536aadc561448e51e57e11b636a485dff10d578,mvp
4a7783da0bc2cc99397fde4501510d035db4534e,proguard
b43e4a337431fa9a306f6671ede5b79b0d18f91c,travis
