commit_hash,tag_name,tag_message
addc789884f3fb3c01f30a93db6c89344c4aea94,0.8.3,
d9e8dcf9902735c312ba86e94becb30e6ffe8e92,0.8.2,
f0df91d83303c40a929cebb4b6c1668d738ec880,0.8.1,
781951a7a56b26421f2c513812b874a91db82619,0.8.0,
4155e08b8021053be8cf963604115f9c606d3ff4,0.7.0,
d7f0f191b0275890f2c44616b0d12053e85b3a52,0.6.1,
9649f02277bd387edaff2e035c56bc135f35639b,0.6.0,
94068801ee76e66aedb523ff7f87535cdf9bcbc3,0.5.1,
fa046bd775e1afecacd845c5a48b858f86d532ec,0.5.0,
20414b3460d789907457526c80cf2610f7ab4d17,0.4.7,
f7377959be439e38fccaf8dfc0abdf328622c144,0.4.6,
0de68f827260743dda57349b7fe115f4c619ba88,0.4.5,
12542972c2586c939a3e7b23b3d63b3a3e5b3574,0.4.4,
0f4ca3909ad1a68c26478e298d7da9e4c6160f9a,0.4.3,
76ca45df082056f0d0712a618cd919be3f538184,0.4.2,
f8efdfbb158440fb72e06d5afc33b23e1c86dd58,0.4.1,
bce3a4b011c683a6ab030b6c703e158417f23823,0.4.0,
a14c358869f130ea03a0a3478d3709b3c9ab96cb,0.3.2,
222866f305a50c72a7510c907ab7af61685796be,0.3.1,
a419520e38b1792ea586e55177c0227a3eecd086,0.3.0,
560462f482b45b6bba07751d4c463b48f48e5155,0.2.0,
ef7c016f67292f1ad3fb680ec68c0ee0845569eb,0.1.7,
0425cef2e31ce6e476a591c31f7fc33ea69919f9,0.1.6,
3f6b809b82c1de4c6521f3a9f590bea2cec82463,0.1.5,
bad4ccadd95ef74bdc663dcbeffb9e86a6f80734,0.1.4,
d8519489d84f3d71bb0c1e75e569a1252586e5bb,0.1.3,
9d801e303ca10ce4f52c516570fdfae702e0f1e7,0.1.2,
b19b036a52f8f90c44218b71eedd3dbde2b007d7,0.1.1,
17470a425f53887c6d8a826696e9118eb20b122c,0.1.0,
