commit_hash,tag_name,tag_message
92c98f0929fd36dabfdce82f8ff7c8a69c92209d,1.4.6,
f4336aa3ff1b90e3c35e6f9ed2ec1fca541005e7,1.4.5,
3213a42c474b72c743b023dc61f15385b6bd63bf,1.4.4,
63f3f28bfa215fb0545f3edf4b6a2b4505ef8fed,1.4.3,
e9ed181e611b38c6d54fdc5e9ee6a3ad436b47e9,1.4.2,
f95a9ba50bfa903084e1c71ad6d362fe1a998541,1.4.0,
770ace35420ed77b83e4883373c60490756b49af,1.3.8,
1e7b3f22e9e7ceaad13262955449f28f31d0d389,1.3.6,
71adb08875637637511c3cd8af3f9ce3b8018f86,1.3.5,
1a8e48b46a47294cce2eb5ae0bcff477140ab2df,1.3.1,Hotfix release 1.3.1
fbf3dfbb306f1995c7fa7de760383b4538fd880f,1.3.0,Release 1.3.0 (Material Design)
e96bdd6ad2a7a6435a49cb30f33539fdc17e5f44,1.1.1,Release 1.1.1
bc689437ac4d16f62ca238291407b3a1a9c9b70e,1.1.0,Release 1.1.0
b24229a442beec18ca5cc02296f681b92b735377,1.0.8,Release 1.0.8
f544a7d281183fb555e21718f6206254abcdb853,1.0.7,1.0.7
cd4fa88557cf1d4313c56400a06f2d0c54a4b5f1,1.0.6,1.0.6
f60d833a4b527abd57a044242f944d9b9aa89cab,1.0.5,Release 1.0.5
70badc34c856ba54e29186c29823de5d8e194fad,1.0.4,Release 1.0.4
dd271c11a98062244ae1b4ed8bdf8276902f4a36,1.0.3,Release 1.0.3
d2decf9d2257245de402dbbd7ede23351f7ba396,1.0.2,Release 1.0.2
a588ae48619033b1e93ef54663300e7d4784036b,1.0.1,Release 1.0.1
