commit_hash,tag_name,tag_message
e02daee6be1124bbb6c2d277f2b12a0dbe096093,3.3,Release of 3.3 to the app market
70f5782241c188d5e7b3202aa87734b9eca8e110,3.2,Release of 3.2 to the Android market
312371337b55901cfc20074cf6b28e136ecb9dd4,3.1.1,Lots of fixes from 3.0 release (see bugsense)
267a62bc842f397b5857adec73c157c320316b90,3.0,Version 3.0 pushed to Android market
ea33989f86f6cb7564ddd7047ad4bfd36d0c757c,2.2,2.2 push to Market
d84614e101f53b784179730a30169d690d93db15,2.0,2.0 release!
9a6ee15ca77bd20480eab0ebb673970a88ed0f58,1.7,"Fixed poller issues
Added device view
Cleaned some bits up"
3f3c7abebe14d4be2ab35f23738ccfd2f39d45e4,1.6,Fixes reported issue #2 - Allowing longer polling duration
5f69ece7ff1c647d5eb783f68f32c1639e819434,1.5,Fixes the issue with 1.4 null pointer for adapter
cfb1b5eeee3c7c798695c5621ee9283bb1f4004e,1.4,Bug fixes and improvements for 1.4 release to market
