commit_hash,tag_name,tag_message
3d71bd19c52192d6d13409b7813fc1223996cbec,v2.4.1,
cfbf9dba302a555faceb1ae0cf333f02189752cc,v2.4.0,
a0e4465bd7e82d2f04f231718f0ac7ba10ed95fe,v2.3.0,"Version 2.3.0

 * Bugfix
 * Add local playback with longclick"
b42b9ac8c921d13b522f3debe15a0956038a5f6d,v2.2.1,
1bfc60e8a092a9328e1558cf8e143f7e90f10543,v2.2.0,
307524abe9264cce8aed772261ae253bf0ee4064,v2.1.0,
a25e90ace5d44abd3e5826ccb82a1720fe6332bd,v2.0.0b1,
a348c9592a733b47a2563b45b7326463b8b2d509,v2.0.0a2,
b42cdb873383c704a007f8262bed7dac3d3934ac,v2.0.0a1,
3c81242793211731b1fc8fcc647a94407a755f5b,v2.0.0,
032e063cb748e2c127e1023a6d1f5bd351eb2d0c,v1.1.1,
32a894b0c808e2a5a8973ae3ea698fe0383c925a,v1.1.0,
144b0a6cef221e14a1716711223777b39362f734,v1.0.4,
b07860eea3e691e9020a5d362b689e7dcce572aa,v1.0.3,
6b1b3320526d3620223a12c591a517028a439b2a,v1.0.2,
5713171ba1dea6464c556253c5123d94e5ff737e,v1.0.1,
5bf2c55a57c274120bfd862089ab3cf9a399727e,v1.0.0,
