commit_hash,tag_name,tag_message
a5d83c0cb0a6a51f98b46265ec89936655e1d396,version-1.2.1,
d07b023ccc2974dbcce9753ec6e39116837d1c06,version-1.2.0,
b40c9ddb077c4fd968001b11a529525bbc336e2d,version-1.1.7,
474f3db142e75f015379064c33ef8a9e6263d932,version-1.1.6,
d7ebab5bea10e1f34d0e4ec5b7c7f31470940f7f,version-1.1.5,
c63d479b92d3163dcffd1ef6673e5263ff6eca31,version-1.1.4,
89e2418c3d16e8a5a2f6d748fa6834be39d8f7b9,version-1.1.3,
53408e4ee22bd05f7eb5ce13f3c6000f1c63979b,version-1.1.1,
c78cfae40363382c6743b0c28b6923eee62bae74,version-1.1,
62f680e82d56482a09285d4c5339d98efedea018,version-1.0,
1d0864c0a9886235a49fdb46cc4de8a5cde84514,version-0.9,
d7ebab5bea10e1f34d0e4ec5b7c7f31470940f7f,release-012,
c63d479b92d3163dcffd1ef6673e5263ff6eca31,release-011,
89e2418c3d16e8a5a2f6d748fa6834be39d8f7b9,release-010,
deb1a67160f5c4d09680bed4baed36d068227043,release-009,
53408e4ee22bd05f7eb5ce13f3c6000f1c63979b,release-008,
c78cfae40363382c6743b0c28b6923eee62bae74,release-007,
75c4bbac399bfa07186e59fa0653334fd53e7c43,release-006,
62f680e82d56482a09285d4c5339d98efedea018,release-005,
f155739843a03ecd43a2ba304055c14b7ecf6b14,release-004,
6a5a3da8205e63d5d16713b7056637ddf604b2bf,release-003,
c5edb1d61d827865644e9c494fd69dfa0527bbb7,release-002,
1d0864c0a9886235a49fdb46cc4de8a5cde84514,release-001,
