commit_hash,branch_name
1d68079af34a19ce960db5263df9593f4bf9cdf3,develop
32b5d541bfb0721e2c755363c8c93ac81796c8b3,feature/MateriaLetterIcon
8e927af7ae6e83462e2264a25771d7e31126744f,feature/androidNsupport
5b445617734d6263eabfe8d2e63402222604d7d7,feature/better_category_reuse
488eaab73f45fa23ab1257f4c6755ce59f78866c,feature/categories
0cda59fa8140703ca82d2d47c33ea32ab1a536ed,feature/googleAnalytics
bcb136c23240341216589d85efe989bdc05bbd5f,feature/iss39_import_export_trip_with_headers
220cf33a90061d6951ce38eb5f6be75e2a9374dd,feature/iss45_adding_settings_for_durations
fb67d53a8f0d283ada2b5c134909a26087e631a5,feature/iss53_darker_theme
0d377b9fac57f81098338e3b56a47268e2569595,feature/iss58_improving_bgd_colors
a0b5192c96accb4b95118694a16bea3d5b821172,feature/saving_sort_mode
e2d8ba49dede0e75c72274e3f16aed8c61d2382c,features/categories2
2932e8990360e9616315865757e245a708b5fe48,l10n_develop
17aa6b521d39a170403889099bf3e7c51dc34b6a,master
