commit_hash,tag_name,tag_message
4316d46b048bc2138c5fee0d766a1676110a8958,0.9,
1227abfaf30afb46ed13a5614c53eb326f726709,0.8.1,
f142ac364ae210cc44ec83a74059a841d5ef313d,0.8,
c0bdcf98f7a30cf8cf977a372e4f72910bb8b189,0.7.1,
4e1537d6f8ad73d104c81d5339b2c6cd37102560,0.7,
f08a8703e4acdbfb3568c68198657c66f2429135,0.6,
2e71cd711839aa997322a6a3bb23f415cadfdf39,0.5,
e10827cc5c4ebdc7a97d6d6129d2a1641491143d,0.4,
3ff06c1fb84211593f2229652d5773c61b9cdb7b,0.3,
4b0749cbaefd530cdb2f53511fec39f9b218b3bf,0.2,
17aa6b521d39a170403889099bf3e7c51dc34b6a,0.12,
549014f2c383b81b49b03e3ad12d62f00306a633,0.11,
8efafd7991d34e2ad8947c1af303a32f2be9d9c6,0.10.2,
3dccd9189703608fbf01c7c244162e3fc0e8cc75,0.10.1,
7775d8673aaa74e35ed24c2adbc8f0bd01b2cd39,0.10,
d2948d097b0d4b2c6c788ab8dbb4ac2e57505a56,0.1,
