commit_hash,tag_name,tag_message
90c902788fd1515facc79989acde4ceb4ae09483,v1.4.5,
6f7de2b990ffbcfa126197812e694159e07c9ad6,v1.4.4,
e975997b5f656e5e11f09095d2763194879bb772,v1.4.3,
4d11c067080e3aeaaf25d10360af85c3b380eb0b,v1.4.2,
9a0c6e38d49a8c391ee4579b0196a3864bbc59e4,v1.4.1,
a0aba9a843e7788266fcff9dd5c3a987bef4bedd,v1.4.0,
706cbe9b62ad0ec52c381fdcf0130947f66a9c9d,v1.3.0,
683b2c505800167715a0d7308b9dab97fe7fa76b,v1.2.6,
4d7c28520ae1a8a605caf8ab87ac7c22c76cce6b,v1.2.5,
2d58464529ff094d71e97db0bd0bae4eec5ac8fe,v1.2.4,
5449aaf12338991584f326ffa7301b92a900f7fd,v1.2.3,
38325019390e7e1901b67999cbac1ba3e78c4a5d,v1.1.6,
fab106f8003351d06e47ced5801da45644f384a7,v1.1.5,
fa2289ecb2c80aad83cff0855ee69030f4ed7dc1,v1.1.4,
711ccc627219623539d97b2fea7c716f9fd032d8,v1.1.3,
86e87e33b2b325e4537f88f425656ecefe06e2b6,v1.1.2,
f78e21dd03b7759d872dcd9f5545440b88e64587,v1.1.0,
4ffc9b133e5add0f1f6d786a558de203135b438b,v1.0.4,
3776405618817a58140a3c9999f85cfb79e293c4,v1.0.3,
65c0f6d22ea122c4c3c6b8922483be3eca3230ca,v1.0.2,
c87a75939b51e3bfe496dc5929829a2ca16a9f0d,v1.0.1,
e16cd4dfd4e0ccc1dceaee9405aef2691d2b10a8,v1.0,v1.0
