commit_hash,tag_name,tag_message
2d3d1180d46e122f2eb001e4adcb169914838e24,working20110627,"-- working as of 20110627, excepting paired device issues
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1.4.10 (GNU/Linux)

iEYEABECAAYFAk4IxuUACgkQoHDFiKQ8nMmiDACfXTL4ykys9JQl/PQT8tSPhqQF
d3cAn0vkaXd+2p9BTv8JPm8STm/DYNnP
=i5pl
-----END PGP SIGNATURE-----"
bc36a469edc763fc1f6c77bdb13b38d157048de0,release-0.01,-- creating two tags
2ba4e8f23671843d0dd821cedfbc094916b67061,help,
bc36a469edc763fc1f6c77bdb13b38d157048de0,adc-submit,-- creating two tags
8a3b68b5662a3a68d83cf950be4ed8a64e282d2f,FluidNexusAndroid-0.01,-- tagging 0.01 release
d899a7bd6814cdca0ef53e638aa6e4eaaf38ec95,BTInitialWorking20110612,
bb8bd170625566ec56ee6386d59465a8a7535e30,0.3.1,"-- newly released with SQLCipher support and SSL connections
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1.4.11 (GNU/Linux)

iEYEABECAAYFAk7AxNAACgkQoHDFiKQ8nMmpdwCbBUqyhkV97lDlKAaxEs4OnZjS
0qUAn2SmMysOstl6hC9P7E/LvWF3M/4l
=POck
-----END PGP SIGNATURE-----"
108f7e5b718aeae5b16f99e3f228b23dd4a6cf51,0.2.4.1,"-- tagging 0.2.4.1 release
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1.4.10 (GNU/Linux)

iEYEABECAAYFAk5NRtcACgkQoHDFiKQ8nMnIZwCeLsrl2TX3COD7ejRVakV2zCPn
J2oAnjp8wOrzUMEmgXJSTexlc3XHYbWS
=bzY0
-----END PGP SIGNATURE-----"
dcd03570a67729ffe87e7b420b2c7cc828862b30,0.2.4,"-- tagging 0.2.4 release
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1.4.10 (GNU/Linux)

iEYEABECAAYFAk5McZ4ACgkQoHDFiKQ8nMkgZwCfYQOjxstDhN0xzOtu1forukuD
M1wAnjSqgZeLkeKzPmPVNZ93sKig9kjS
=Rwr/
-----END PGP SIGNATURE-----"
c8115d82ff85705514afdc6f74e51c93aee44874,0.2.3,"-- tagging version 0.2.3
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1.4.10 (GNU/Linux)

iEYEABECAAYFAk5LXbsACgkQoHDFiKQ8nMloogCfUtOoTKCW99sI+3YY2i/Yx4rw
TsYAn0qIPsvuIo7TgziUh+YFMCmZtLJZ
=q26/
-----END PGP SIGNATURE-----"
39e241b7d2bfb983ffbff2056b3fccc4cd53d41f,0.2.2,"-- version 0.2.2 pushed to Market
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1.4.10 (GNU/Linux)

iEYEABECAAYFAk5A6+MACgkQoHDFiKQ8nMkE+QCgkxKjfBqW2589mqXtnF+yPtGT
sVoAn2Es1MSib4l2O0dB43kk5yliAFt6
=QeKA
-----END PGP SIGNATURE-----"
2cd0eff895ee2912a62768f7159af9b3acbc4dd0,0.2.0,-- tagging version 0.2.0
