":LABEL",":ID","name:string"
"Branch","branch:2213","dev-swipeRefresh"
"Branch","branch:2214","dev-trailers"
"Branch","branch:2215","master"
"Branch","branch:2216","release"
"Branch","branch:2217","release_1.2"
"Branch","branch:2218","release_1.3"
"Branch","branch:2219","release_1.4"
"Branch","branch:2220","release_1.4.1"
"Branch","branch:2224","develop"
"Branch","branch:2225","gh-pages"
"Branch","branch:2226","master"
"Branch","branch:2228","dev_park"
"Branch","branch:2229","faculty"
"Branch","branch:2230","master"
"Branch","branch:2235","master"
"Branch","branch:2239","UPRSP"
"Branch","branch:2240","master"
"Branch","branch:2242","master"
"Branch","branch:2244","master"
"Branch","branch:2249","master"
"Branch","branch:2251","master"
"Branch","branch:2255","master"
"Branch","branch:2258","master"
"Branch","branch:2260","master"
"Branch","branch:2263","master"
"Branch","branch:2265","master"
"Branch","branch:2267","initialisation_callback"
"Branch","branch:2268","master"
"Branch","branch:2270","develop"
"Branch","branch:2271","feature/id/202/master"
"Branch","branch:2272","feature/id/215/master"
"Branch","branch:2273","feature/projects/4/master"
"Branch","branch:2274","master"
"Branch","branch:2275","v3.0.x"
"Branch","branch:2277","master"
"Branch","branch:2279","master"
"Branch","branch:2281","master"
"Branch","branch:2283","master"
"Branch","branch:2290","master"
"Branch","branch:2293","020"
"Branch","branch:2294","i001"
"Branch","branch:2295","i002"
"Branch","branch:2296","i003"
"Branch","branch:2297","i005"
"Branch","branch:2298","i006"
"Branch","branch:2299","i007"
"Branch","branch:2300","i009"
"Branch","branch:2301","i010"
"Branch","branch:2302","i011"
"Branch","branch:2303","i012"
"Branch","branch:2304","i013"
"Branch","branch:2305","i015"
"Branch","branch:2306","master"
"Branch","branch:2321","master"
"Branch","branch:2331","feature/ask_from_permission_only_when_needed"
"Branch","branch:2332","feature/export_import_map"
"Branch","branch:2333","fix/tango_ros_common_dep"
"Branch","branch:2334","hotfix/crash_on_lenovo"
"Branch","branch:2335","master"
"Branch","branch:2336","new_release_1_3_1"
"Branch","branch:2337","release-ikariotikos"
"Branch","branch:2338","v1"
"Branch","branch:2340","master"
"Branch","branch:2354","Beta"
"Branch","branch:2355","Release"
"Branch","branch:2356","master"
"Branch","branch:2362","ci"
"Branch","branch:2363","master"
"Branch","branch:2364","rename"
"Branch","branch:2365","svc_debug"
"Branch","branch:2366","wip_5.9"
"Branch","branch:2372","develop"
"Branch","branch:2373","master"
"Branch","branch:2379","master"
"Branch","branch:2381","master"
"Branch","branch:2383","master"
"Branch","branch:2406","master"
"Branch","branch:2407","release-0.5.2"
"Branch","branch:2408","release0.7.1"
"Branch","branch:2410","master"
"Branch","branch:2412","master"
"Branch","branch:2433","master"
"Branch","branch:2442","master"
"Branch","branch:2448","master"
"Branch","branch:2449","pr/119"
"Branch","branch:2451","master"
"Branch","branch:2453","dev"
"Branch","branch:2454","master"
"Branch","branch:2459","develop"
"Branch","branch:2460","master"
"Branch","branch:2462","gh-pages"
"Branch","branch:2463","master"
"Branch","branch:2465","master"
"Branch","branch:2467","master"
"Branch","branch:2479","feature/change-app-icon"
"Branch","branch:2480","issue-report"
"Branch","branch:2481","master"
"Branch","branch:2482","release"
"Branch","branch:2483","veruplib"
"Branch","branch:2485","master"
"Branch","branch:2487","master"
"Branch","branch:2489","master"
"Branch","branch:2495","NewZ"
"Branch","branch:2496","gh-pages"
"Branch","branch:2497","master"
"Branch","branch:2498","origin/Cam"
"Branch","branch:2499","testbranch"
"Branch","branch:2501","master"
"Branch","branch:2504","master"
"Branch","branch:2506","master"
"Branch","branch:2510","master"
"Branch","branch:2512","master"
"Branch","branch:2519","master"
"Branch","branch:2520","version-2"
"Branch","branch:2522","master"
"Branch","branch:2524","master"
"Branch","branch:2527","master"
"Branch","branch:2532","master"
"Branch","branch:2534","master"
"Branch","branch:2535","solutions"
"Branch","branch:2537","master"
"Branch","branch:2543","master"
"Branch","branch:2544","release-1.0"
"Branch","branch:2545","release-1.03"
"Branch","branch:2552","master"
"Branch","branch:2554","gh-pages"
"Branch","branch:2555","master"
"Branch","branch:2557","master"
"Branch","branch:2595","dev"
"Branch","branch:2596","mm"
"Branch","branch:2597","release"
"Branch","branch:2598","root"
"Branch","branch:2601","master"
"Branch","branch:2603","master"
"Branch","branch:2605","master"
"Branch","branch:2607","master"
"Branch","branch:2609","master"
"Branch","branch:2612","Easy-mode"
"Branch","branch:2613","master"
"Branch","branch:2617","master"
"Branch","branch:2618","privacy-policy"
"Branch","branch:2619","refactor-to-mvp"
"Branch","branch:2621","master"
"Branch","branch:2623","master"
"Branch","branch:2625","master"
"Branch","branch:2627","master"
"Branch","branch:2631","develop"
"Branch","branch:2632","guava-test"
"Branch","branch:2633","master"
"Branch","branch:2635","master"
"Branch","branch:2637","master"
"Branch","branch:2641","HM-1"
"Branch","branch:2642","HM-2"
"Branch","branch:2643","HM-3"
"Branch","branch:2644","HM-6"
"Branch","branch:2645","HM-8"
"Branch","branch:2646","client-based-ui"
"Branch","branch:2647","develop"
"Branch","branch:2648","master"
"Branch","branch:2653","master"
"Branch","branch:2654","release"
"Branch","branch:2656","master"
"Branch","branch:2660","master"
"Branch","branch:2662","gh-pages"
"Branch","branch:2663","kwamecorp-original"
"Branch","branch:2664","master"
"Branch","branch:2665","standalone-peaceofmind"
"Branch","branch:2670","hwjoystick"
"Branch","branch:2671","master"
"Branch","branch:2673","FORMIKE"
