commit_hash,branch_name
18187e2a7f0bf84a1ac6da416664377985a6105f,26dec
1495f3fc6bbe729f82d361785acd200191c810eb,27Dec2015
f3018d8a76158cf021f6494fbc9d1cc78d833fc5,local
b3b7b59169d7c80eec4cbc76d751018fb59c5623,logger
1ecedaf1840b2288f274cff69a39b043023a42ec,master
