package,manifestPaths,gradleConfigPaths,mavenConfigPaths
aceim.smileys.flags,flags/AndroidManifest.xml,,
aceim.protocol.snuk182.xmppcrypto,Ace IM XMPP Crypto Module/AndroidManifest.xml,,
aceim.protocol.snuk182.xmpp,Ace IM XMPP Module/AndroidManifest.xml,,
aceim.protocol.snuk182.vkontakte,Ace IM Vkontakte Module/AndroidManifest.xml,,
aceim.protocol.snuk182.icq,Ace IM ICQ Module/AndroidManifest.xml,,
aceim.protocol.snuk182.mrim,Ace IM MRIM Module/AndroidManifest.xml,,
aceim.app,Ace IM/AndroidManifest.xml,,
