commit_hash,tag_name,tag_message
83c72b9aed26080ea065cc43f4c543d4717d0ade,1.2.0,
1184a89a52abbaa10489ef38f83177a8e6be93c2,1.1.2,
ef1b405cd0cf5533c4378f220dfafa96f38a2cc7,1.1.1,
57032f557999512caf679934c324077efb017068,1.1.0,
05fee18ce01dc16fc036e8b07f987374410359f4,1.0.9,Play Store release 1.0.9
19c9cbf677697f5eba1ab0835dd38fdbc359960c,1.0.8,
84f7b6d5187c2cfad3365855832cb60f9806d5ae,1.0.5,Play Store release 1.0.5
2d5c33b4a30fb1f7d844452282588b9f37482222,1.0.4,Play Store release 1.0.4
d3d68e57bbf91c692a66b04019cb09eb43c8e632,1.0.3,Play Store release 1.0.3
434608a5e19c4364f8b8bc21b517ad62f3561139,1.0.2,Play Store release 1.0.2
c7022025b60d29a9082b1fba76a7096b66813c3f,1.0.1,Play Store release 1.0.1
da7d13d9fc1dd095dd5843e5e7f95a22a86c8546,1.0,Play Store release 1.0
384d2ea42552c05d0a2b3e6799c66f433b7593f6,0.3b,Released beta-version 0.3b
e7acfffa35f13b118f169e4ddd9aaef3672dad4a,0.2b,Released beta-version 0.2b
4108a7f0db4b1ef164683e76f77df353815cb3e9,0.1a,Released alpha-version 0.1a
