commit_hash,tag_name,tag_message
3fb0b38b2b9d8c779648b530f719c7e29b8d66d8,2.5.7,
f989052ff36b7f36f308adaaf7348feac3c9f7c8,2.5.5,
a2601c91d6652ec942bba2e6fb91a584cface153,2.5.4,
b5023d1dc783d53f7af3d2a65a7d9eae21a2a77e,2.5.3,
76ff7c1d20c8eb347e9e7e1da431faef8823339c,2.5.2,
d655e94a21b33728ae116182d0a899d7623bf41e,2.5.1,
aae836bf5e4fd41c9d4a6fc2dd82e2f7bc6a17bc,2.5.0,
b52d8597db8e07c9447849dae0827d877b5300d1,2.4.0,
2a2384715ff48fba10f6ea41786e92d03b5b3ee1,2.3.9,
c96018e10536c77180102a82e4a27a66ef00a73d,2.3.8,
49b9dccf882824a52d6a0920b61da2992e69142f,2.3.7,
c24ee75de5ba28a96ca90f1ea3994a0c5e85ce34,2.3.6,
4b47a6a830fd3fe095af6a25d48f20a4718d98ef,2.3.5,
740094f2032d85c517078d43c24eb8f79e83b29d,2.3.4,
0b05c693774a45a451f4a3c4b9f3ea0ef94e714c,2.3.3,
f21934d960dea8682d9adb966ed8a5f139c0bd45,2.3.10,
