commit_hash,branch_name
ed68fa3483c75c4584d7171e7feeaa316c62126d,add-card-type-images
90af295d442f87ade3228eee8648488814aba0bb,add-crypt-disciplines-filtering
b432a694feb2de5cda5064f064cbb03f693ce381,add-discipline-images
304bdcee8ec1bd05dfac9b02d4d8d22da6393692,add-discipline-images-png
cb0df842ee5d1887d51c2b1f18623ef7859f3c44,add-dot-gradle-gitignore
4c970bcdfa99708c1a9b978d66fe4041b6d8bff8,add-gitignore
c9893502268042b53d582f16e60ff5768252f04a,add-images-folder-settings
30315e8afa90f6f831cedb63f810d3b731b6675d,add-library-listing-images
1595576acf8e1087cc3acd8ce033871ca9bbef0c,after-migration-from-googlecode
f2212d73742e9206825f502ba0bc64c533831066,development
8d848c729420eec78c137bfc94a049ae12e43515,fix-crash-decks-context-menu
b49dbb7ca9dda5a82f6a30e79446d76a85f1debb,image-drawables-map-optimizations
d7e299753581d6f1553dd5462c0d300578bb4947,improve-splash-screen
a7de7358cd26a7fd788f70127e35f8dd2f5cc18a,initial-material-design
5d6b9d2d21d65703db82c27bc1146e47dddb1738,initial-material-design-picasso-test
3a91b4961f460f71eba10c549f0581a663d6a4e9,master
7f017e7d26f16946a6f2fd7b0ab59db05904d9c9,material-design-wip
d0349f3c7c639f860f07c68ffe34601d10efc487,material-design-wip-2
c990d48f7daba97dd1ab4320c102f5a1982dfc99,material-design-wip-3
2dd6231d7f960b1d41df4f8311b8ff34eb8bc076,material-design-wip-3-add-settings-screen
fd9f745a2f00d6b9c0084cc440e884d247069b49,release-v2.0-beta.1
b6f3b4cea9ec985636fb68ae09187a9f5418469e,release-v2.0-beta.2
2561103c43bff2f0706a2d9ad2a87c89faa6c3d0,remove-idea-files
d9e073a7c57a0eec01d343b4a49c1bf2fa9b7bd3,revert-11-update-and-delete-ignore-files
68cebdd7532b23cb946fdc6f0325f7fdd439e94b,save-favorites-to-userdatabase
99ed1046d87bd1c6acae3c24695658c9f4c48eec,update-and-delete-ignore-files
dce5cbb5036da8ad444a0896192a355fd984734a,update-min-sdk-version-7
7accc77a93327c09d601da16b64e5af716537c40,update-sdk-target-19
d10b97d9edde593831cf0db78a9f2a4b9e0635fe,upgrade-vampidroid-db
4d024052c377d98d6e5a6ab92f689a53cf0dd605,v1.18-backport-fix-13
58027ca06599356f27bd1ac7f92ed3adfc54de06,v1.20
eadf40d82975e6758d1ac19490efdb8e6747a80f,v1.21
34b37074fdf37f16f01d9c86e7a384774a0750c1,v1.x
02d28f5a0954de88885396427973fd0719c31622,vampidroid-1.19
