commit_hash,tag_name,tag_message
858178745bbe4933787e4e40916e19efd5deb883,v2.8.0,
16e240ed94595f8d7bf682e9f0d3a285b0963c00,v2.7.0,
90bff432f484aa07ab186e340d25c0c6d77b98ed,v2.6.0,
cc577432c27d6b8482af67b8729e155f33d9cd34,v2.5.0,
6e5803abba510e9321d59e1661f84d4dfefa3617,v2.4.0,
e4b3af6391a7b22fe1bd65a7ccede81789dc9ea3,v2.3.0,
3eccd0cc59004df32b7d0b85705c1a67e8dd22a9,v2.2.0,
c33495478f2ecbf510f72e2492eddc8e7ff6170b,v2.1.1,
76c45cac7e83e3b5b87772e5373341271731187e,v2.1.0,
28afb4ed3fe1cf36ad0117237ebdae5207bb4b3a,v2.0.0,
822e54603ccf48fd0ebceb4e810399b4e461d73e,v1.0.0,
