commit_hash,branch_name
2cdf05feb1c6625834ec6e602f177ee9518e76ce,add-pebble-appstore-link-to-android-app
5abd2496cfb80cda38d85c661a60e7eb069ce033,add-weather-icons
0254ac2ea01a4114ea7fc911c9a0badbf4c48506,auto-enable-wifi
30c8ee2c5b59c82d88f770281f7e59cdee15afe1,cardview-playground
db933ab4dba2627ab03a4200965869c536998e7d,clock-in-manually
dde3bc7823cfc5a643e047f82c5fe54c665f06e2,csv-data-export
3bea5028b1133ffa3d849f88526f3ee43d47ef7c,doze-mode-fixes
482cfb45df9abc220a9b9f40e0dcb64af50ba104,export-sql-database
77a48cde25d133e5cb1c6e649264683320bce2a8,fix-notifications
d35ea360bf3966ac78c73ebca7aef1780efab48f,in-app-donation
d9361d2a7082576eee05b385c142b0ec58260991,master
8409f55e1f0beee1cb42befc6ee4a61a754ea26f,pause-automatic-control
24eca3f9a3c03465d4f7bd8113597d2146a86602,pebble-api
51170ee6eeab6462628b481912cead212582d838,pebble-watchface-enhancements
2590438bf481c0be3b40033583dc9265d4c9c508,raise-api-level-to-23
72cbf8c6ea22719a6a5ff53e9ab9e784c2a5370d,remove-initial-values
55dec1142b20a6d7bae4c41794882af87210330e,send-notifications-to-android
f06c98646f718e7a92788bdee0d74715c4f80b79,show-overtime
b5c96bf7276dd69b9a6186ce9d5a96d9e0a63314,sqlite-database
68f92920b4a5d82f8316d1077b210e8ac260d77c,start-wifi-scan-on-adding-an-account
a0333315bf2e75a6c5525498f9406eb595846961,warn-without-gps-enabled
