commit_hash,tag_name,tag_message
bdfa45e96429820fd1d709a3bf7ab19036e7c257,v1.9.34,v1.9.34
7058f4dd5d44fd759dfc8ff97ebe2496d45b98a2,v1.8.22,1.8.22
06e3ca330a88372ee76dd27621818b73a9c23951,1.9.9,v1.9.9
744cd3d976c7e50bd2d0a92204829381065f3567,1.9.8,v1.9.8
60a1edea9cfec7b70f4f32169b78c28602a1088c,1.9.7,v1.9.7
b7e14ef6f4951ea2da338c2c2704d9d09c439665,1.9.6,v1.9.6
6baf193c831f6047b6c2e0eb71b814b737425e5c,1.9.5,v1.9.5
2e23c7e1a887987954e0aadd0695b3b4fc6d33af,1.9.4,v1.9.4
62f2d3913878382b0dda6f2aa7b4ff6ef0a24326,1.9.36,v1.9.36
a84ebb2c3ffd37067567ca1f6da0ee53374187b5,1.9.35,v1.9.35
c532b5010f7899c2ba5b5127dcc7cf46d7305d90,1.9.34,v1.9.34
bdfa45e96429820fd1d709a3bf7ab19036e7c257,1.9.33,
2213683d9589c283ce8589ece0985c8d5f0a36d3,1.9.32,v1.9.32
cd94bc925f4cf79f2f6e7cfc6275da4f864d49d2,1.9.31,v1.9.31
645a37e5875b6de4dd1db7ac3211de150da9e625,1.9.30,v1.9.30
69ff9adc067ab10fedacd4593f2e449fd274b3a5,1.9.3,v1.9.3
3d0e095bc650ab30228a1e5d582688ae0d21762d,1.9.29,v1.9.29
5093a26cad3183f2873a9276d71f015c57d5add2,1.9.28,v1.9.28
3a3a4e4aed24f48b2370da2e235b9439ffe6c6fd,1.9.27,v1.9.27
737f819f45a7e2aaef4f2e1ea0161d2e1e098e43,1.9.26,v1.9.26
6d519e8ca6f6849a050a75259f0503eea924b2fe,1.9.25,v1.9.25
70dc646f5be7e1cb9d2f0da67f3d77428bff2aa0,1.9.24,v1.9.24
21a47bd73534575ec33cd98169bc80719512ed41,1.9.23,v1.9.23
e39b965f7e10fea29d217b7772f1292439f8a259,1.9.21,v1.9.21
890831c552bb36ccf845401889d431bca385a571,1.9.20,v1.9.20
eb315a96f39e9f66dc12f26a80a51a18f366afd3,1.9.2,v1.9.2
57ace4d52de95abf1ca594849aa178bba9ee61a7,1.9.18,v1.9.18
74d1e09c2e8b1cc7a4ef7114b72aaba848685944,1.9.17,v1.9.17
9f491bb73e8f80272b3ef86a77ce85a6a9da34ec,1.9.16,v1.9.16
739b3f93efa6d4b6b3b579ca757e682c90567c78,1.9.15,v1.9.15
