commit_hash,tag_name,tag_message
4a7627c3573ddc57cf3249c0833e3090fae3be4e,v2.9.2,
1103d0d9def9cfb5847d70544e4cb3e1926feb5f,v2.9.0,Google OAuth login
7f0ffed74b140dcc09de0830875af97c7d40be5d,v2.8.0,
d2c7c26aa81cc268e38a086b047b193101e28c7f,v2.7.3,
b39b30c5c3733f267091d611f64aaeb735d45be8,v2.7.2,
43162119f359a60817185343f08b9c17eac22db5,v2.7.1,
bc9b6c17ec397c31c263d5eb2f332760e3c3dc65,v2.7.0,
40cbf2a2d5bb3161331ed5e29f22251c3216f956,v2.6.0,Guide Comments and bug fixes
401f54e335e27ee40edda228a46d5d06e566e356,v2.5.0,Offline guides!
bf1faed36ebfc6737ca1738f74504b2f1e4a16e1,v2.4.1,Lots of small bugfixes for a long overdue Dozuki release.
4f382e7c835563f1af422ed1bfca56a045377aff,v2.4.0,Adds guide favoriting!
f90814b19a8be913ee086a74ff9e21864f87b175,v2.3.0,
c0464a0f2c7df689bb8f108625311d49de63072e,v2.1.0,
5c3fbc0968fdbd7dfed207958be106d40337b425,v2.0.1,
e7a12f12907301f8e84de584f0a9fa49285276b0,v2.0.0,
d6476e162d2da1d9d9290504e58a280d95813e57,v1.3.2,
b560f49d02d27c166019e6d655ca0b83cb299d30,v1.3.1,
57f59c2d499344947b61837327a7af6c6ba36a43,v1.3,
e475724dbf26fbe7ec1899310c730db824469651,v1.2.3,API revamp with otto
930328b2839278683d8ad42702c4b8bf9b25693a,v1.2.2,Refactored site login and now Dozuki supports private site login and content viewing
dce77248f5ebda07c63047c3c55d6597fd46c444,v1.2.1,Update to make the camera be a nonrequired feature.
a3cae09a0d0fb543c1d839da3647cb1bce6c0de3,v1.2,"This release includes:
* Gallery: users can sign in and upload photos to be used to create guides on the site.
* Refactor the API code to be easier to use and have HttpRequest do the heavy lifting.
* Upgrade HoloEverywhere and ActionBarSherlock libraries."
03bfa07016518e18da06fd99da2172ad8ef09368,v1.1.2,Dozuki search
27956b4cdb80f3b778d51ad18ae3e73b9cdaf8fc,v1.1.1-Dozuki,First release of Dozuki app (same version code as iFixit)
e2eb5de897ecdc9d50409b0bc2f341f6d087d169,v1.1.1,Major overhaul of the API to fix some outstanding bugs
03fcdc1cfc2af48afd8598b8b75b8571cb7306cf,v1.1,Dynamic image resizing
50a505e0681764152cf4da76915dca539a257b31,v1.0.4,Various bug fixes
8ecef7a1fc2c3725df42b627c23f7f6ceaf63f12,v1.0.3,Minor bugfixes and error logging
e1ff3a28b351c805cfda409d1d25a1059b2d2d1d,v1.0.2,Add ACRA for error reporting
8532b61f83b6cf156a48957e43237d39ad8930cd,v1.0.1,
2630f311abf647dd5b1cc57f7245fc3de6c4ac97,v1.0,version 1.0
